date,payment_type,transactions,quantity,purchase_revenue
2024-09-07,FLOW_HOSTED_CHECKOUT,26,46,6031.55
2024-09-07,GIFT_CERTIFICATE,1,1,59.99
2024-09-07,Klarna,170,399,25310.44
2024-09-07,MasterCard,153,307,18910.65
2024-09-07,PayPal,87,214,12322.36
2024-09-07,Visa,457,996,57200.5
2024-09-08,AFTERPAY_PBI,296,678,41051.67
2024-09-08,AMAZON_PAYMENTS,15,39,3362.28
2024-09-08,Amex,23,62,4282.06
2024-09-08,Discover,14,26,1962.55
2024-09-08,DW_APPLE_PAY,172,383,22876.4
2024-09-08,FLOW_HOSTED_CHECKOUT,36,59,8868.33
2024-09-08,Klarna,221,510,32299.07
2024-09-08,MasterCard,164,394,23617.98
2024-09-08,PayPal,108,235,15186.59
2024-09-08,Visa,463,1014,60437.08
2024-09-09,AFTERPAY_PBI,251,697,39572.37
2024-09-09,AMAZON_PAYMENTS,13,34,2002.21
2024-09-09,Amex,26,60,4117.41
2024-09-09,Discover,12,38,2141.78
2024-09-09,DW_APPLE_PAY,143,331,18712.85
2024-09-09,FLOW_HOSTED_CHECKOUT,18,30,3514.53
2024-09-09,Klarna,252,703,41422.74
2024-09-09,MasterCard,202,563,31166.1
2024-09-09,PayPal,129,375,20817.42
2024-09-09,Visa,478,1183,66662.29
2024-09-10,(not set),1,2,165.7
2024-09-10,AFTERPAY_PBI,217,468,28746.31
2024-09-10,AMAZON_PAYMENTS,4,25,1377.89
2024-09-10,Amex,22,57,3851.26
2024-09-10,Discover,9,27,2134
2024-09-10,DW_APPLE_PAY,156,336,20805.61
2024-09-10,FLOW_HOSTED_CHECKOUT,21,29,4034.4
2024-09-10,GIFT_CERTIFICATE,1,2,91.98
2024-09-10,Klarna,206,488,31355.72
2024-09-10,MasterCard,146,328,18982.82
2024-09-10,PayPal,85,151,10580.76
2024-09-10,Visa,432,911,56931.26
2024-09-11,AFTERPAY_PBI,254,622,38435.59
2024-09-11,AMAZON_PAYMENTS,9,34,2081.99
2024-09-11,Amex,30,71,4815.94
2024-09-11,Discover,7,30,1619.26
2024-09-11,DW_APPLE_PAY,147,259,16299.75
2024-09-11,FLOW_HOSTED_CHECKOUT,23,39,5452.37
2024-09-11,Klarna,198,486,30676.25
2024-09-11,MasterCard,175,383,23876.7
2024-09-11,PayPal,99,253,14587.14
2024-09-11,Visa,497,1065,63926.9
2024-09-12,AFTERPAY_PBI,294,645,40194.13
2024-09-12,AMAZON_PAYMENTS,18,34,2115.38
2024-09-12,Amex,22,48,3915.68
2024-09-12,Discover,9,16,1053.28
2024-09-12,DW_APPLE_PAY,155,283,16547.21
2024-09-12,FLOW_HOSTED_CHECKOUT,30,49,6528.66
2024-09-12,GIFT_CERTIFICATE,1,7,180.7
2024-09-12,Klarna,222,510,32895.11
2024-09-12,MasterCard,169,396,23968.65
2024-09-12,PayPal,96,233,14617.29
2024-09-12,Visa,494,1149,67052.44
2024-09-13,AFTERPAY_PBI,317,720,46246.68
2024-09-13,AMAZON_PAYMENTS,8,13,921.39
2024-09-13,Amex,17,37,2726.75
2024-09-13,Discover,18,36,2332.25
2024-09-13,DW_APPLE_PAY,190,351,22282.84
2024-09-13,FLOW_HOSTED_CHECKOUT,34,65,8296.65
2024-09-13,Klarna,276,727,46043.8
2024-09-13,MasterCard,173,418,25204.24
2024-09-13,PayPal,89,216,13252.72
2024-09-13,Visa,548,1159,68638.44
2024-09-14,AFTERPAY_PBI,243,582,37142.19
2024-09-14,AMAZON_PAYMENTS,9,26,1678.33
2024-09-14,Amex,31,74,5441.9
2024-09-14,Discover,11,23,1115.6
2024-09-14,DW_APPLE_PAY,134,238,15420.76
2024-09-14,FLOW_HOSTED_CHECKOUT,18,29,3656.16
2024-09-14,Klarna,215,613,38198.99
2024-09-14,MasterCard,145,326,19339.37
2024-09-14,PayPal,107,282,16829.21
2024-09-14,Visa,468,1052,64639.32
2024-09-15,AFTERPAY_PBI,244,596,37391.25
2024-09-15,AMAZON_PAYMENTS,8,20,1035.48
2024-09-15,Amex,21,58,4037.25
2024-09-15,Discover,20,38,2499.94
2024-09-15,DW_APPLE_PAY,175,367,22429.12
2024-09-15,FLOW_HOSTED_CHECKOUT,23,34,4850.64
2024-09-15,GIFT_CERTIFICATE,1,3,281.3
2024-09-15,Klarna,242,622,38987.77
2024-09-15,MasterCard,158,396,23178.95
2024-09-15,PayPal,112,302,18400.89
2024-09-15,Visa,456,961,57504.98
2024-09-16,AFTERPAY_PBI,242,549,34074.91
2024-09-16,AMAZON_PAYMENTS,12,33,1837.54
2024-09-16,Amex,29,82,5481.88
2024-09-16,Discover,18,63,3393.4
2024-09-16,DW_APPLE_PAY,165,317,20327.22
2024-09-16,FLOW_HOSTED_CHECKOUT,22,34,5008.78
2024-09-16,Klarna,245,572,36852.08
2024-09-16,MasterCard,173,369,21624.28
2024-09-16,PayPal,104,250,15157.07
2024-09-16,Visa,470,982,60092.77
2024-09-17,(not set),1,3,166.59
2024-09-17,AFTERPAY_PBI,361,847,48886.9
2024-09-17,AMAZON_PAYMENTS,14,39,2079.14
2024-09-17,Amex,42,116,6395
2024-09-17,Discover,16,56,2532.21
2024-09-17,DW_APPLE_PAY,217,516,30554.1
2024-09-17,FLOW_HOSTED_CHECKOUT,33,55,7982.77
2024-09-17,GIFT_CERTIFICATE,1,1,69.3
2024-09-17,Klarna,294,739,42857.34
2024-09-17,MasterCard,240,609,34005.49
2024-09-17,PayPal,160,484,24880.2
2024-09-17,Visa,655,1627,91489.71
2024-09-18,(not set),3,5,371.89
2024-09-18,AFTERPAY_PBI,567,2044,76865.7
2024-09-18,AMAZON_PAYMENTS,22,81,3678.56
2024-09-18,Amex,48,269,8311.82
2024-09-18,Discover,32,125,4426.28
2024-09-18,DW_APPLE_PAY,348,1007,36169.31
2024-09-18,FLOW_HOSTED_CHECKOUT,22,34,3944.03
2024-09-18,GIFT_CERTIFICATE,5,70,1016.16
2024-09-18,Klarna,416,1695,58635.28
2024-09-18,MasterCard,416,1706,54234.44
2024-09-18,PayPal,285,1220,38069.81
2024-09-18,Visa,1208,5201,160338.74
2024-09-19,(not set),4,8,587.53
2024-09-19,AFTERPAY_PBI,608,2058,84740.43
2024-09-19,AMAZON_PAYMENTS,19,63,1908.4
2024-09-19,Amex,51,228,8229.42
2024-09-19,Discover,35,187,5822.93
2024-09-19,DW_APPLE_PAY,363,1067,41725.16
2024-09-19,FLOW_HOSTED_CHECKOUT,21,39,4824.06
2024-09-19,GIFT_CERTIFICATE,7,79,1312.73
2024-09-19,Klarna,527,2031,76598.59
2024-09-19,MasterCard,455,1924,63186.6
2024-09-19,PayPal,323,1464,48964.9
2024-09-19,Visa,1306,5093,173025
2024-09-20,(not set),2,19,452.3
2024-09-20,AFTERPAY_PBI,500,1734,70390.63
2024-09-20,AMAZON_PAYMENTS,21,100,3141.48
2024-09-20,Amex,49,312,8465.88
2024-09-20,Discover,35,104,4149.59
2024-09-20,DW_APPLE_PAY,404,1257,45314.6
2024-09-20,FLOW_HOSTED_CHECKOUT,22,30,3564.44
2024-09-20,Klarna,462,1608,63572.24
2024-09-20,MasterCard,367,1429,47018.91
2024-09-20,PayPal,326,1448,42733.91
2024-09-20,Visa,1314,4742,156812.84
2024-09-21,AFTERPAY_PBI,484,1586,65343.51
2024-09-21,AMAZON_PAYMENTS,28,99,3882.35
2024-09-21,Amex,43,216,7182.29
2024-09-21,Discover,29,93,3760.39
2024-09-21,DW_APPLE_PAY,318,827,33926.52
2024-09-21,FLOW_HOSTED_CHECKOUT,18,26,2641.46
2024-09-21,Klarna,397,1483,56123.12
2024-09-21,MasterCard,350,1225,48541.25
2024-09-21,PayPal,223,874,30435.5
2024-09-21,Visa,1019,3441,121331.84
2024-09-22,(not set),1,1,25.23
2024-09-22,AFTERPAY_PBI,445,1266,66919.98
2024-09-22,AMAZON_PAYMENTS,26,85,4137.67
2024-09-22,Amex,39,134,7106.35
2024-09-22,Discover,24,55,2796.86
2024-09-22,DW_APPLE_PAY,261,662,34190.79
2024-09-22,FLOW_HOSTED_CHECKOUT,18,27,3057.3
2024-09-22,GIFT_CERTIFICATE,1,8,262.79
2024-09-22,Klarna,406,1246,64934.42
2024-09-22,MasterCard,295,929,44256.75
2024-09-22,PayPal,210,700,33813.02
2024-09-22,Visa,830,2395,121974.5
2024-09-23,AFTERPAY_PBI,329,827,45968.52
2024-09-23,AMAZON_PAYMENTS,13,24,1307.02
2024-09-23,Amex,22,73,3608.51
2024-09-23,Discover,21,47,2495.41
2024-09-23,DW_APPLE_PAY,182,379,22222.83
2024-09-23,FLOW_HOSTED_CHECKOUT,18,29,4237.83
2024-09-23,Klarna,258,651,37146.18
2024-09-23,MasterCard,190,451,24571.19
2024-09-23,PayPal,134,347,19235.51
2024-09-23,Visa,545,1255,69806.51
2024-09-24,(not set),2,4,553.9
2024-09-24,AFTERPAY_PBI,347,851,49502.84
2024-09-24,AMAZON_PAYMENTS,11,37,2180.49
2024-09-24,Amex,28,78,5158.13
2024-09-24,Discover,13,26,1835.41
2024-09-24,DW_APPLE_PAY,194,371,23289.63
2024-09-24,FLOW_HOSTED_CHECKOUT,33,55,8705.07
2024-09-24,Klarna,248,674,38879
2024-09-24,MasterCard,155,400,22084.58
2024-09-24,PayPal,146,390,22266.34
2024-09-24,Visa,568,1410,73412.21
2024-09-25,(not set),4,5,625.51
2024-09-25,AFTERPAY_PBI,359,983,52077.49
2024-09-25,AMAZON_PAYMENTS,11,33,1799.77
2024-09-25,Amex,25,87,5272.15
2024-09-25,Discover,14,41,2321.41
2024-09-25,DW_APPLE_PAY,210,448,24993.25
2024-09-25,FLOW_HOSTED_CHECKOUT,40,56,8724.21
2024-09-25,GIFT_CERTIFICATE,1,1,67.99
2024-09-25,Klarna,319,910,50988.3
2024-09-25,MasterCard,207,563,31156.97
2024-09-25,PayPal,105,324,18702.18
2024-09-25,Visa,703,1676,91428.31
2024-09-26,AFTERPAY_PBI,413,1120,63362.7
2024-09-26,AMAZON_PAYMENTS,10,29,1390.56
2024-09-26,Amex,26,75,4735.41
2024-09-26,Discover,8,26,1742.12
2024-09-26,DW_APPLE_PAY,263,577,31147.32
2024-09-26,FLOW_HOSTED_CHECKOUT,33,50,8305.77
2024-09-26,Klarna,296,839,44827.96
2024-09-26,MasterCard,200,476,27743.05
2024-09-26,PayPal,120,331,18446.69
2024-09-26,Visa,639,1546,84198.83
2024-09-27,(not set),3,3,192.31
2024-09-27,AFTERPAY_PBI,454,1488,64488.29
2024-09-27,AMAZON_PAYMENTS,23,106,3803.19
2024-09-27,Amex,31,167,6634.09
2024-09-27,Discover,19,70,2637.11
2024-09-27,DW_APPLE_PAY,271,663,30872.43
2024-09-27,FLOW_HOSTED_CHECKOUT,22,39,5147.83
2024-09-27,GIFT_CERTIFICATE,1,1,11.04
2024-09-27,Klarna,354,1179,51377.21
2024-09-27,MasterCard,274,963,36722.76
2024-09-27,PayPal,184,729,27708.51
2024-09-27,Visa,901,2752,113506.1
2024-09-28,AFTERPAY_PBI,346,1086,47577.87
2024-09-28,AMAZON_PAYMENTS,16,43,2296.18
2024-09-28,Amex,46,180,8617.07
2024-09-28,Discover,19,96,3801.75
2024-09-28,DW_APPLE_PAY,249,597,28242.28
2024-09-28,FLOW_HOSTED_CHECKOUT,24,35,4360.89
2024-09-28,Klarna,356,1233,51589.75
2024-09-28,MasterCard,254,899,33361.68
2024-09-28,PayPal,160,633,23781.48
2024-09-28,Visa,772,2435,90748.36
2024-09-29,(not set),2,4,264.26
2024-09-29,AFTERPAY_PBI,453,1414,63026.05
2024-09-29,AMAZON_PAYMENTS,19,84,2711.44
2024-09-29,Amex,28,143,5591.63
2024-09-29,Discover,27,101,4232.01
2024-09-29,DW_APPLE_PAY,280,752,32009.37
2024-09-29,FLOW_HOSTED_CHECKOUT,32,55,6655.34
2024-09-29,Klarna,393,1419,57686.92
2024-09-29,MasterCard,324,1028,41740.27
2024-09-29,PayPal,233,894,33909.39
2024-09-29,Visa,949,3198,121258.41
2024-09-30,(not set),2,2,383.06
2024-09-30,AFTERPAY_PBI,440,1503,62545.06
2024-09-30,AMAZON_PAYMENTS,20,85,2943.02
2024-09-30,Amex,47,167,6670.33
2024-09-30,Discover,28,113,4877.71
2024-09-30,DW_APPLE_PAY,295,768,32375.25
2024-09-30,FLOW_HOSTED_CHECKOUT,29,44,7069.78
2024-09-30,GIFT_CERTIFICATE,2,12,263.81
2024-09-30,Klarna,411,1491,62256.76
2024-09-30,MasterCard,330,1168,42433.53
2024-09-30,PayPal,224,903,32910.25
2024-09-30,Visa,1015,3663,145343.51
2024-10-01,(not set),4,4,392.03
2024-10-01,AFTERPAY_PBI,398,1393,57617.76
2024-10-01,AMAZON_PAYMENTS,20,70,2297.42
2024-10-01,Amex,36,167,6597.48
2024-10-01,Discover,21,94,2978.53
2024-10-01,DW_APPLE_PAY,251,756,31028.35
2024-10-01,FLOW_HOSTED_CHECKOUT,24,43,5554.21
2024-10-01,Klarna,355,1273,52025.89
2024-10-01,MasterCard,317,1150,45108.33
2024-10-01,PayPal,194,794,28598.59
2024-10-01,Visa,845,3185,117774.76
2024-10-02,(not set),2,3,236.04
2024-10-02,AFTERPAY_PBI,377,1078,57472.21
2024-10-02,AMAZON_PAYMENTS,9,22,1384.67
2024-10-02,Amex,21,91,4061.41
2024-10-02,Discover,13,31,1654.59
2024-10-02,DW_APPLE_PAY,196,458,25401.17
2024-10-02,FLOW_HOSTED_CHECKOUT,25,37,4360.14
2024-10-02,GIFT_CERTIFICATE,1,2,33.47
2024-10-02,Klarna,278,880,45504.91
2024-10-02,MasterCard,192,627,31697.63
2024-10-02,PayPal,123,428,22153.95
2024-10-02,Visa,579,1553,77712.51
2024-10-03,(not set),6,32,2097.12
2024-10-03,AFTERPAY_PBI,369,1140,58552.53
2024-10-03,AMAZON_PAYMENTS,19,68,3611.61
2024-10-03,Amex,33,129,5861.35
2024-10-03,Discover,16,64,4392.39
2024-10-03,DW_APPLE_PAY,207,526,27075.98
2024-10-03,FLOW_HOSTED_CHECKOUT,21,30,4545.7
2024-10-03,GIFT_CERTIFICATE,2,6,212.72
2024-10-03,Klarna,347,1052,54943.52
2024-10-03,MasterCard,248,694,35671.34
2024-10-03,PayPal,121,390,20886
2024-10-03,Visa,648,1738,87983.77
2024-10-04,(not set),7,11,893.26
2024-10-04,AFTERPAY_PBI,437,1283,69364.77
2024-10-04,AMAZON_PAYMENTS,12,40,1676.99
2024-10-04,Amex,37,154,7666.91
2024-10-04,Discover,21,52,2830.28
2024-10-04,DW_APPLE_PAY,250,599,32242.14
2024-10-04,FLOW_HOSTED_CHECKOUT,19,29,3732.71
2024-10-04,Klarna,351,1086,59542.92
2024-10-04,MasterCard,266,795,41128.25
2024-10-04,PayPal,154,500,25951.21
2024-10-04,Visa,778,2111,110526.52
2024-10-05,(not set),8,36,1712.89
2024-10-05,AFTERPAY_PBI,278,776,43687.16
2024-10-05,AMAZON_PAYMENTS,11,22,1159.58
2024-10-05,Amex,33,90,5720.44
2024-10-05,Discover,16,40,2298.69
2024-10-05,DW_APPLE_PAY,182,396,22509.14
2024-10-05,FLOW_HOSTED_CHECKOUT,22,26,4377.02
2024-10-05,Klarna,263,741,41168.92
2024-10-05,MasterCard,165,418,23172.15
2024-10-05,PayPal,116,314,17116.76
2024-10-05,Visa,510,1196,65002.36
2024-10-06,(not set),5,16,849.93
2024-10-06,AFTERPAY_PBI,318,882,50758.83
2024-10-06,AMAZON_PAYMENTS,16,50,2822.8
2024-10-06,Amex,19,53,2819.03
2024-10-06,Discover,13,31,1584.42
2024-10-06,DW_APPLE_PAY,168,408,21917.62
2024-10-06,FLOW_HOSTED_CHECKOUT,31,44,6408.78
2024-10-06,GIFT_CERTIFICATE,1,1,55.99
2024-10-06,Klarna,266,699,41113.44
2024-10-06,MasterCard,199,519,29969.84
2024-10-06,PayPal,123,340,17823.86
2024-10-06,Visa,561,1448,78226.37
2024-10-07,(not set),6,8,576.33
2024-10-07,AFTERPAY_PBI,266,781,40573.94
2024-10-07,AMAZON_PAYMENTS,7,17,932.84
2024-10-07,Amex,19,65,2876.44
2024-10-07,Discover,13,32,1727.51
2024-10-07,DW_APPLE_PAY,174,355,18641.72
2024-10-07,FLOW_HOSTED_CHECKOUT,18,23,3574.42
2024-10-07,Klarna,259,669,36833.48
2024-10-07,MasterCard,180,453,24090.96
2024-10-07,PayPal,125,396,20003.93
2024-10-07,Visa,516,1202,64828.9
2024-10-08,(not set),10,17,1064.71
2024-10-08,AFTERPAY_PBI,405,1223,53394.41
2024-10-08,AMAZON_PAYMENTS,8,29,713.66
2024-10-08,Amex,27,87,4683.12
2024-10-08,Discover,17,71,2588.99
2024-10-08,DW_APPLE_PAY,213,508,22668.07
2024-10-08,FLOW_HOSTED_CHECKOUT,20,42,6961.33
2024-10-08,GIFT_CERTIFICATE,6,90,1147.5
2024-10-08,Klarna,336,1105,49274.95
2024-10-08,MasterCard,239,784,30974.29
2024-10-08,PayPal,149,608,22338.94
2024-10-08,Visa,765,2649,95821.34
2024-10-09,(not set),6,9,599.99
2024-10-09,AFTERPAY_PBI,484,1514,64286.01
2024-10-09,AMAZON_PAYMENTS,15,42,2210.06
2024-10-09,Amex,34,99,5587.57
2024-10-09,Discover,29,108,4350.78
2024-10-09,DW_APPLE_PAY,325,893,37511.33
2024-10-09,FLOW_HOSTED_CHECKOUT,22,31,4465.77
2024-10-09,GIFT_CERTIFICATE,5,61,807.48
2024-10-09,Klarna,431,1484,64173.57
2024-10-09,MasterCard,291,1004,39824.05
2024-10-09,PayPal,133,509,18118.31
2024-10-09,Visa,905,3076,115323.87
2024-10-10,(not set),14,31,2035.78
2024-10-10,AFTERPAY_PBI,509,1506,82102.21
2024-10-10,AMAZON_PAYMENTS,7,20,1172.86
2024-10-10,Amex,35,128,6571.81
2024-10-10,Discover,28,88,4436.96
2024-10-10,DW_APPLE_PAY,279,698,40856.44
2024-10-10,FLOW_HOSTED_CHECKOUT,31,46,6344.71
2024-10-10,Klarna,436,1257,72259.49
2024-10-10,MasterCard,250,772,39113.78
2024-10-10,PayPal,161,580,29071.51
2024-10-10,Visa,843,2209,119028.6
2024-10-11,(not set),5,5,584.08
2024-10-11,AFTERPAY_PBI,372,838,57263.32
2024-10-11,AMAZON_PAYMENTS,18,52,3405.23
2024-10-11,Amex,20,61,3620.44
2024-10-11,Discover,10,29,1541.99
2024-10-11,DW_APPLE_PAY,196,378,24806.04
2024-10-11,FLOW_HOSTED_CHECKOUT,27,41,6096.58
2024-10-11,Klarna,286,720,48673.63
2024-10-11,MasterCard,177,425,25618.58
2024-10-11,PayPal,117,328,19987.86
2024-10-11,Visa,552,1189,69596.15
2024-10-12,(not set),5,11,799.99
2024-10-12,AFTERPAY_PBI,322,752,47616.45
2024-10-12,AMAZON_PAYMENTS,12,24,1749.21
2024-10-12,Amex,18,51,2880.05
2024-10-12,Discover,5,19,886.43
2024-10-12,DW_APPLE_PAY,173,316,19931.85
2024-10-12,FLOW_HOSTED_CHECKOUT,24,45,5451.15
2024-10-12,GIFT_CERTIFICATE,1,4,231.44
2024-10-12,Klarna,317,789,52684.79
2024-10-12,MasterCard,149,352,21842.68
2024-10-12,PayPal,95,234,13429.5
2024-10-12,Visa,454,1061,62792.66
2024-10-13,(not set),11,21,1703.25
2024-10-13,AFTERPAY_PBI,324,746,47892.81
2024-10-13,AMAZON_PAYMENTS,11,44,1821.06
2024-10-13,Amex,25,62,3415.08
2024-10-13,Discover,10,15,1245.29
2024-10-13,DW_APPLE_PAY,174,377,25709.78
2024-10-13,FLOW_HOSTED_CHECKOUT,33,62,6437.93
2024-10-13,Klarna,306,756,48748.39
2024-10-13,MasterCard,170,389,23322.77
2024-10-13,PayPal,126,306,18810.56
2024-10-13,Visa,494,1111,68323.42
2024-10-14,(not set),8,26,1739.37
2024-10-14,AFTERPAY_PBI,330,828,51112.69
2024-10-14,AMAZON_PAYMENTS,9,25,1337.22
2024-10-14,Amex,19,68,4756.7
2024-10-14,Discover,14,54,2782.85
2024-10-14,DW_APPLE_PAY,179,345,22624.33
2024-10-14,FLOW_HOSTED_CHECKOUT,22,39,4762.24
2024-10-14,GIFT_CERTIFICATE,2,3,162.98
2024-10-14,Klarna,281,693,43448.88
2024-10-14,MasterCard,143,347,21618.49
2024-10-14,PayPal,114,305,18823.04
2024-10-14,Visa,493,1164,69885.51
2024-10-15,(not set),5,15,940.16
2024-10-15,AFTERPAY_PBI,295,700,47576.94
2024-10-15,AMAZON_PAYMENTS,8,31,2102.59
2024-10-15,Amex,25,77,4683.06
2024-10-15,Discover,13,36,2512.97
2024-10-15,DW_APPLE_PAY,173,360,22335.95
2024-10-15,FLOW_HOSTED_CHECKOUT,26,34,5686.3
2024-10-15,Klarna,256,683,42349.65
2024-10-15,MasterCard,143,347,20715.74
2024-10-15,PayPal,107,295,16903.66
2024-10-15,Visa,458,1041,66388.53
2024-10-16,(not set),2,6,392.34
2024-10-16,AFTERPAY_PBI,346,811,54710.55
2024-10-16,AMAZON_PAYMENTS,10,26,2006.83
2024-10-16,Amex,22,53,3946.81
2024-10-16,Discover,14,28,1442.2
2024-10-16,DW_APPLE_PAY,205,421,26123.3
2024-10-16,FLOW_HOSTED_CHECKOUT,25,37,4502.6
2024-10-16,Klarna,304,757,50106.09
2024-10-16,MasterCard,208,530,32693.15
2024-10-16,PayPal,133,334,21423.3
2024-10-16,Visa,645,1410,86158.67
2024-10-17,(not set),4,19,1739.56
2024-10-17,AFTERPAY_PBI,454,1256,70731.59
2024-10-17,AMAZON_PAYMENTS,19,59,3210.07
2024-10-17,Amex,27,97,5115.87
2024-10-17,Discover,18,52,2590.18
2024-10-17,DW_APPLE_PAY,274,666,37395.75
2024-10-17,FLOW_HOSTED_CHECKOUT,34,60,8524.43
2024-10-17,Klarna,407,1118,64983.78
2024-10-17,MasterCard,247,684,39469.87
2024-10-17,PayPal,145,442,24927.05
2024-10-17,Visa,865,2125,123847.55
2024-10-18,(not set),5,9,835.69
2024-10-18,AFTERPAY_PBI,452,1208,70987.37
2024-10-18,AMAZON_PAYMENTS,11,37,2008.75
2024-10-18,Amex,27,87,5308.54
2024-10-18,Discover,9,40,1860.26
2024-10-18,DW_APPLE_PAY,257,529,31570.19
2024-10-18,FLOW_HOSTED_CHECKOUT,23,53,8248.98
2024-10-18,GIFT_CERTIFICATE,1,3,122.44
2024-10-18,Klarna,399,1086,66586.59
2024-10-18,MasterCard,221,535,30605.14
2024-10-18,PayPal,171,519,29198.07
2024-10-18,Visa,706,1699,101192.86
2024-10-19,(not set),2,2,166.19
2024-10-19,AFTERPAY_PBI,370,936,54870.52
2024-10-19,AMAZON_PAYMENTS,12,39,3002.24
2024-10-19,Amex,28,90,5049.58
2024-10-19,Discover,16,36,2142.18
2024-10-19,DW_APPLE_PAY,196,457,27786.56
2024-10-19,FLOW_HOSTED_CHECKOUT,20,31,4746.8
2024-10-19,Klarna,367,1068,60555.42
2024-10-19,MasterCard,214,575,32015.66
2024-10-19,PayPal,147,417,23191.48
2024-10-19,Visa,687,1681,94647.88
2024-10-20,(not set),4,4,421.12
2024-10-20,AFTERPAY_PBI,405,1053,61449.38
2024-10-20,AMAZON_PAYMENTS,14,33,1882.63
2024-10-20,Amex,29,71,3982.83
2024-10-20,Discover,15,46,2496.26
2024-10-20,DW_APPLE_PAY,255,603,33625.93
2024-10-20,FLOW_HOSTED_CHECKOUT,24,38,5376.76
2024-10-20,GIFT_CERTIFICATE,3,4,296.51
2024-10-20,Klarna,366,1047,58979.34
2024-10-20,MasterCard,224,592,32248.35
2024-10-20,PayPal,146,357,20133
2024-10-20,Visa,633,1567,90731.77
2024-10-21,(not set),6,15,1993.62
2024-10-21,AFTERPAY_PBI,397,1006,59288.77
2024-10-21,AMAZON_PAYMENTS,17,55,2685.53
2024-10-21,Amex,25,88,5288.93
2024-10-21,Discover,25,63,4300.93
2024-10-21,DW_APPLE_PAY,185,413,26101.17
2024-10-21,FLOW_HOSTED_CHECKOUT,28,61,7786.25
2024-10-21,Klarna,327,935,55352.03
2024-10-21,MasterCard,205,543,30060.99
2024-10-21,PayPal,140,364,20430.64
2024-10-21,Visa,653,1707,96714.34
2024-10-22,AFTERPAY_PBI,420,1054,62300.88
2024-10-22,AMAZON_PAYMENTS,12,47,2730.43
2024-10-22,Amex,29,96,6120.17
2024-10-22,Discover,10,30,1599.93
2024-10-22,DW_APPLE_PAY,242,543,32344.87
2024-10-22,FLOW_HOSTED_CHECKOUT,26,46,5687.91
2024-10-22,GIFT_CERTIFICATE,1,1,74.5
2024-10-22,Klarna,379,1038,62196.75
2024-10-22,MasterCard,225,658,35190.01
2024-10-22,PayPal,155,460,25996.87
2024-10-22,Visa,668,1708,97041.75
2024-10-23,(not set),10,13,1460.01
2024-10-23,AFTERPAY_PBI,530,1486,87158.4
2024-10-23,AMAZON_PAYMENTS,19,47,2456.59
2024-10-23,Amex,39,145,7255.8
2024-10-23,Discover,20,52,3353.65
2024-10-23,DW_APPLE_PAY,277,657,39624.01
2024-10-23,FLOW_HOSTED_CHECKOUT,28,54,6203.23
2024-10-23,GIFT_CERTIFICATE,1,5,125.94
2024-10-23,Klarna,455,1318,77771.81
2024-10-23,MasterCard,313,841,47785.08
2024-10-23,PayPal,192,555,33554.17
2024-10-23,Visa,928,2497,142776.01
2024-10-24,(not set),2,2,147.45
2024-10-24,AFTERPAY_PBI,595,1821,87146.33
2024-10-24,AMAZON_PAYMENTS,21,57,2979.83
2024-10-24,Amex,26,79,3863.43
2024-10-24,Discover,20,59,2874.94
2024-10-24,DW_APPLE_PAY,297,702,36767.05
2024-10-24,FLOW_HOSTED_CHECKOUT,40,68,8584.75
2024-10-24,GIFT_CERTIFICATE,1,3,175.99
2024-10-24,Klarna,466,1474,72565.2
2024-10-24,MasterCard,281,818,41335.11
2024-10-24,PayPal,168,535,26117.79
2024-10-24,Visa,868,2329,112780.14
2024-10-25,(not set),4,7,744.1
2024-10-25,AFTERPAY_PBI,751,2403,110266.12
2024-10-25,AMAZON_PAYMENTS,16,44,1831.95
2024-10-25,Amex,38,118,5835.52
2024-10-25,Discover,12,35,1541.35
2024-10-25,DW_APPLE_PAY,356,836,41307.01
2024-10-25,FLOW_HOSTED_CHECKOUT,45,62,7861.06
2024-10-25,Klarna,618,2145,98927.71
2024-10-25,MasterCard,311,923,42865.56
2024-10-25,PayPal,225,773,36525.22
2024-10-25,Visa,1019,2863,136918.31
2024-10-26,AFTERPAY_PBI,570,1856,90325.25
2024-10-26,AMAZON_PAYMENTS,21,83,3638.3
2024-10-26,Amex,31,95,4375.01
2024-10-26,Discover,16,48,2505.13
2024-10-26,DW_APPLE_PAY,249,600,28608.38
2024-10-26,FLOW_HOSTED_CHECKOUT,18,39,4521.61
2024-10-26,GIFT_CERTIFICATE,1,2,44.18
2024-10-26,Klarna,425,1300,65165.04
2024-10-26,MasterCard,236,695,33988.57
2024-10-26,PayPal,179,586,28583.03
2024-10-26,Visa,770,2034,100229.3
2024-10-27,(not set),1,3,272.32
2024-10-27,AFTERPAY_PBI,311,740,46390.48
2024-10-27,AMAZON_PAYMENTS,12,21,1527.36
2024-10-27,Amex,27,64,3560.02
2024-10-27,Discover,20,50,3231.42
2024-10-27,DW_APPLE_PAY,153,324,19895.93
2024-10-27,FLOW_HOSTED_CHECKOUT,31,77,7442
2024-10-27,Klarna,311,837,54487.96
2024-10-27,MasterCard,194,447,25382.53
2024-10-27,PayPal,112,336,17923.85
2024-10-27,Visa,507,1162,68654.7
2024-10-28,(not set),1,3,212.76
2024-10-28,AFTERPAY_PBI,264,692,41499.27
2024-10-28,AMAZON_PAYMENTS,11,32,1625.42
2024-10-28,Amex,19,57,3353.3
2024-10-28,Discover,13,28,1816.15
