date,channel,sale_amt_forecast
2025-06-14,Paid Search,65005.13
2025-06-14,Affiliates,24468.48
2025-06-14,Display,5.54
2025-06-14,Paid Social,26082.19
2025-06-14,Direct,62488.59
2025-06-14,Organic Search,17294.83
2025-06-14,Referral,543.38
2025-06-14,Social,1901.83
2025-06-14,Payment Redirects,0
2025-06-14,Unassigned,4075.34
2025-06-15,Email,50573.84
2025-06-15,SMS,35360.57
2025-06-15,Push,20558.47
2025-06-15,Paid Search,97966.27
2025-06-15,Affiliates,37030.11
2025-06-15,Display,8.39
2025-06-15,Paid Social,38649.92
2025-06-15,Direct,93194.25
2025-06-15,Organic Search,24670.16
2025-06-15,Referral,1233.51
2025-06-15,Social,6167.54
2025-06-15,Payment Redirects,0
2025-06-15,Unassigned,5756.37
2025-06-16,Email,32643.27
2025-06-16,SMS,22823.75
2025-06-16,Push,13269.62
2025-06-16,Paid Search,63233.08
2025-06-16,Affiliates,23901.37
2025-06-16,Display,5.42
2025-06-16,Paid Social,24946.89
2025-06-16,Direct,60152.95
2025-06-16,Organic Search,15923.55
2025-06-16,Referral,796.18
2025-06-16,Social,3980.89
2025-06-16,Payment Redirects,0
2025-06-16,Unassigned,3715.49
2025-06-17,Email,33974.57
2025-06-17,SMS,23754.58
2025-06-17,Push,13810.8
2025-06-17,Paid Search,65811.94
2025-06-17,Affiliates,24876.14
2025-06-17,Display,5.64
2025-06-17,Paid Social,25964.31
2025-06-17,Direct,62606.18
2025-06-17,Organic Search,16572.96
2025-06-17,Referral,828.65
2025-06-17,Social,4143.24
2025-06-17,Payment Redirects,0
2025-06-17,Unassigned,3867.02
2025-06-18,Email,34811.98
2025-06-18,SMS,24340.08
2025-06-18,Push,14151.21
2025-06-18,Paid Search,67434.07
2025-06-18,Affiliates,25489.29
2025-06-18,Display,5.78
2025-06-18,Paid Social,26604.28
2025-06-18,Direct,64149.3
2025-06-18,Organic Search,16981.45
2025-06-18,Referral,849.07
2025-06-18,Social,4245.36
2025-06-18,Payment Redirects,0
2025-06-18,Unassigned,3962.34
2025-06-19,Email,38884.72
2025-06-19,SMS,27187.69
2025-06-19,Push,15806.8
2025-06-19,Paid Search,75323.36
2025-06-19,Affiliates,28471.35
2025-06-19,Display,6.45
2025-06-19,Paid Social,29716.78
2025-06-19,Direct,71654.29
2025-06-19,Organic Search,18968.16
2025-06-19,Referral,948.41
2025-06-19,Social,4742.04
2025-06-19,Payment Redirects,0
2025-06-19,Unassigned,4425.9
2025-06-20,Email,45423.98
2025-06-20,SMS,27662.29
2025-06-20,Push,17245.52
2025-06-20,Paid Search,82179.23
2025-06-20,Affiliates,31062.79
2025-06-20,Display,7.04
2025-06-20,Paid Social,31421.58
2025-06-20,Direct,78176.21
2025-06-20,Organic Search,20694.62
2025-06-20,Referral,1034.73
2025-06-20,Social,5173.66
2025-06-20,Payment Redirects,0
2025-06-20,Unassigned,4828.75
2025-06-21,Email,38571.86
2025-06-21,SMS,26968.95
2025-06-21,Push,15679.62
2025-06-21,Paid Search,74717.32
2025-06-21,Affiliates,28242.27
2025-06-21,Display,6.4
2025-06-21,Paid Social,29477.68
2025-06-21,Direct,71077.78
2025-06-21,Organic Search,18815.54
2025-06-21,Referral,940.78
2025-06-21,Social,4703.89
2025-06-21,Payment Redirects,0
2025-06-21,Unassigned,4390.29
2025-06-22,Email,35776.48
2025-06-22,SMS,26132.39
2025-06-22,Push,15554.99
2025-06-22,Paid Search,74252.04
2025-06-22,Affiliates,28310.09
2025-06-22,Display,6.35
2025-06-22,Paid Social,28310.09
2025-06-22,Direct,74447.34
2025-06-22,Organic Search,18043.79
2025-06-22,Referral,1555.5
2025-06-22,Social,2488.8
2025-06-22,Payment Redirects,0
2025-06-22,Unassigned,6222
2025-06-23,Email,32910.06
2025-06-23,SMS,24038.66
2025-06-23,Push,14308.72
2025-06-23,Paid Search,68302.95
2025-06-23,Affiliates,26041.88
2025-06-23,Display,5.84
2025-06-23,Paid Social,26041.88
2025-06-23,Direct,68482.6
2025-06-23,Organic Search,16598.12
2025-06-23,Referral,1430.87
2025-06-23,Social,2289.4
2025-06-23,Payment Redirects,0
2025-06-23,Unassigned,5723.49
2025-06-24,Email,38319.62
2025-06-24,SMS,26529.11
2025-06-24,Push,15791.14
2025-06-24,Paid Search,73379.28
2025-06-24,Affiliates,28739.87
2025-06-24,Display,6.45
2025-06-24,Paid Social,28739.87
2025-06-24,Direct,75577.55
2025-06-24,Organic Search,18317.72
2025-06-24,Referral,1579.11
2025-06-24,Social,2526.58
2025-06-24,Payment Redirects,0
2025-06-24,Unassigned,6316.46
2025-06-25,Email,33584.28
2025-06-25,SMS,22531.13
2025-06-25,Push,14601.86
2025-06-25,Paid Search,71702.26
2025-06-25,Affiliates,26575.39
2025-06-25,Display,5.96
2025-06-25,Paid Social,26575.39
2025-06-25,Direct,69885.59
2025-06-25,Organic Search,16938.16
2025-06-25,Referral,1460.19
2025-06-25,Social,2336.3
2025-06-25,Payment Redirects,0
2025-06-25,Unassigned,5840.75
2025-06-26,Email,36027.29
2025-06-26,SMS,26315.59
2025-06-26,Push,15664.04
2025-06-26,Paid Search,74772.59
2025-06-26,Affiliates,28508.55
2025-06-26,Display,6.39
2025-06-26,Paid Social,28508.55
2025-06-26,Direct,74969.25
2025-06-26,Organic Search,18170.29
2025-06-26,Referral,1566.4
2025-06-26,Social,2506.25
2025-06-26,Payment Redirects,0
2025-06-26,Unassigned,6265.62
2025-06-27,Email,34745.49
2025-06-27,SMS,25379.31
2025-06-27,Push,15106.73
2025-06-27,Paid Search,72112.27
2025-06-27,Affiliates,27494.26
2025-06-27,Display,6.17
2025-06-27,Paid Social,27494.26
2025-06-27,Direct,72301.94
2025-06-27,Organic Search,17523.81
2025-06-27,Referral,1510.67
2025-06-27,Social,2417.08
2025-06-27,Payment Redirects,0
2025-06-27,Unassigned,6042.69
2025-06-28,Email,42651.6
2025-06-28,SMS,34806.39
2025-06-28,Push,20718.09
2025-06-28,Paid Search,99898.17
2025-06-28,Affiliates,37706.92
2025-06-28,Display,8.46
2025-06-28,Paid Social,38706.92
2025-06-28,Direct,100158.29
2025-06-28,Organic Search,26032.98
2025-06-28,Referral,2071.81
2025-06-28,Social,3314.89
2025-06-28,Payment Redirects,0
2025-06-28,Unassigned,8287.24
2025-06-29,Email,59130.04
2025-06-29,SMS,38380.79
2025-06-29,Push,21562.24
2025-06-29,Paid Search,102498.75
2025-06-29,Affiliates,38812.03
2025-06-29,Display,8.8
2025-06-29,Paid Social,36087.05
2025-06-29,Direct,98281.77
2025-06-29,Organic Search,24796.57
2025-06-29,Referral,474.37
2025-06-29,Social,3018.71
2025-06-29,Payment Redirects,0
2025-06-29,Unassigned,8193.65
2025-06-30,Email,57203.47
2025-06-30,SMS,38430.12
2025-06-30,Push,21589.95
2025-06-30,Paid Search,103631.78
2025-06-30,Affiliates,38861.92
2025-06-30,Display,8.81
2025-06-30,Paid Social,37134.72
2025-06-30,Direct,98408.1
2025-06-30,Organic Search,24828.45
2025-06-30,Referral,474.98
2025-06-30,Social,3022.59
2025-06-30,Payment Redirects,0
2025-06-30,Unassigned,8204.18
2025-07-01,Email,61895.98
2025-07-01,SMS,40238.98
2025-07-01,Push,22606.17
2025-07-01,Paid Search,108509.61
2025-07-01,Affiliates,40691.1
2025-07-01,Display,9.23
2025-07-01,Paid Social,38882.61
2025-07-01,Direct,103040.06
2025-07-01,Organic Search,23997.09
2025-07-01,Referral,497.34
2025-07-01,Social,3164.86
2025-07-01,Payment Redirects,0
2025-07-01,Unassigned,8590.34
2025-07-02,Email,59847.02
2025-07-02,SMS,40206.09
2025-07-02,Push,22587.69
2025-07-02,Paid Search,108420.92
2025-07-02,Affiliates,40657.85
2025-07-02,Display,9.22
2025-07-02,Paid Social,38850.83
2025-07-02,Direct,102955.84
2025-07-02,Organic Search,25975.85
2025-07-02,Referral,496.93
2025-07-02,Social,3162.28
2025-07-02,Payment Redirects,0
2025-07-02,Unassigned,8583.32
2025-07-03,Email,58259.42
2025-07-03,SMS,38467.7
2025-07-03,Push,21611.07
2025-07-03,Paid Search,103733.14
2025-07-03,Affiliates,38899.93
2025-07-03,Display,8.82
2025-07-03,Paid Social,37171.04
2025-07-03,Direct,97504.35
2025-07-03,Organic Search,24852.73
2025-07-03,Referral,475.44
2025-07-03,Social,3025.55
2025-07-03,Payment Redirects,0
2025-07-03,Unassigned,8212.21
2025-07-04,Email,63665.48
2025-07-04,SMS,42771.39
2025-07-04,Push,24028.87
2025-07-04,Paid Search,115338.58
2025-07-04,Affiliates,43251.97
2025-07-04,Display,9.81
2025-07-04,Paid Social,41329.66
2025-07-04,Direct,109524.81
2025-07-04,Organic Search,27633.2
2025-07-04,Referral,528.64
2025-07-04,Social,3364.04
2025-07-04,Payment Redirects,0
2025-07-04,Unassigned,9130.97
2025-07-05,Email,57497.2
2025-07-05,SMS,38627.45
2025-07-05,Push,21700.81
2025-07-05,Paid Search,104163.91
2025-07-05,Affiliates,39061.46
2025-07-05,Display,8.86
2025-07-05,Paid Social,37325.4
2025-07-05,Direct,98913.41
2025-07-05,Organic Search,24955.94
2025-07-05,Referral,477.42
2025-07-05,Social,3038.11
2025-07-05,Payment Redirects,0
2025-07-05,Unassigned,8246.31
2025-07-06,Email,45227.94
2025-07-06,SMS,43074.23
2025-07-06,Push,21537.11
2025-07-06,Paid Search,112340.66
2025-07-06,Affiliates,43008.68
2025-07-06,Display,16.66
2025-07-06,Paid Social,36757.27
2025-07-06,Direct,92427.14
2025-07-06,Organic Search,28600.78
2025-07-06,Referral,215.04
2025-07-06,Social,3010.61
2025-07-06,Payment Redirects,0
2025-07-06,Unassigned,3870.78
2025-07-07,Email,27100.48
2025-07-07,SMS,35809.99
2025-07-07,Push,12904.99
2025-07-07,Paid Search,65314.28
2025-07-07,Affiliates,23770.71
2025-07-07,Display,9.98
2025-07-07,Paid Social,20024.88
2025-07-07,Direct,51382.15
2025-07-07,Organic Search,17137.53
2025-07-07,Referral,128.85
2025-07-07,Social,1803.95
2025-07-07,Payment Redirects,0
2025-07-07,Unassigned,2319.36
2025-07-08,Email,23799.63
2025-07-08,SMS,24928.22
2025-07-08,Push,11214.11
2025-07-08,Paid Search,73534.75
2025-07-08,Affiliates,29386.48
2025-07-08,Display,10.61
2025-07-08,Paid Social,25405.8
2025-07-08,Direct,62854.49
2025-07-08,Organic Search,18212.01
2025-07-08,Referral,136.93
2025-07-08,Social,1917.05
2025-07-08,Payment Redirects,0
2025-07-08,Unassigned,2464.78
2025-07-09,Email,23245.79
2025-07-09,SMS,22900.75
2025-07-09,Push,11950.38
2025-07-09,Paid Search,73159.08
2025-07-09,Affiliates,29859.82
2025-07-09,Display,10.41
2025-07-09,Paid Social,24955.68
2025-07-09,Direct,60222.68
2025-07-09,Organic Search,17861.78
2025-07-09,Referral,134.3
2025-07-09,Social,1880.19
2025-07-09,Payment Redirects,0
2025-07-09,Unassigned,2417.38
2025-07-10,Email,27106.01
2025-07-10,SMS,25720.01
2025-07-10,Push,12360
2025-07-10,Paid Search,73295.76
2025-07-10,Affiliates,28677.83
2025-07-10,Display,10.72
2025-07-10,Paid Social,24654.79
2025-07-10,Direct,61980.61
2025-07-10,Organic Search,18405.76
2025-07-10,Referral,138.39
2025-07-10,Social,1937.45
2025-07-10,Payment Redirects,0
2025-07-10,Unassigned,2491
2025-07-11,Email,48207.16
2025-07-11,SMS,47602.06
2025-07-11,Push,25551.03
2025-07-11,Paid Search,107805.16
2025-07-11,Affiliates,40037.99
2025-07-11,Display,16.29
2025-07-11,Paid Social,32927.67
2025-07-11,Direct,83341.09
2025-07-11,Organic Search,27955.27
2025-07-11,Referral,210.19
2025-07-11,Social,2942.66
2025-07-11,Payment Redirects,0
2025-07-11,Unassigned,3783.42
2025-07-12,Email,51926.39
2025-07-12,SMS,52310.85
2025-07-12,Push,21655.43
2025-07-12,Paid Search,106849.72
2025-07-12,Affiliates,39246.47
2025-07-12,Display,16.37
2025-07-12,Paid Social,31605.85
2025-07-12,Direct,83789.12
2025-07-12,Organic Search,28093.91
2025-07-12,Referral,211.23
2025-07-12,Social,2957.25
2025-07-12,Payment Redirects,0
2025-07-12,Unassigned,3802.18
2025-07-13,Email,44247.49
2025-07-13,SMS,45783.32
2025-07-13,Push,22641.66
2025-07-13,Paid Search,99453.7
2025-07-13,Affiliates,36223.54
2025-07-13,Display,15.2
2025-07-13,Paid Social,30522.32
2025-07-13,Direct,80792.75
2025-07-13,Organic Search,26083.66
2025-07-13,Referral,196.12
2025-07-13,Social,2745.65
2025-07-13,Payment Redirects,0
2025-07-13,Unassigned,3530.12
2025-07-14,Email,25242.21
2025-07-14,SMS,21897.34
2025-07-14,Push,13448.67
2025-07-14,Paid Search,72150.19
2025-07-14,Affiliates,27856.42
2025-07-14,Display,10.4
2025-07-14,Paid Social,24952.78
2025-07-14,Direct,60715.37
2025-07-14,Organic Search,17859.52
2025-07-14,Referral,134.28
2025-07-14,Social,1879.95
2025-07-14,Payment Redirects,0
2025-07-14,Unassigned,2417.08
2025-07-15,Email,58371.95
2025-07-15,SMS,52973.29
2025-07-15,Push,25986.64
2025-07-15,Paid Search,120117.76
2025-07-15,Affiliates,44900.29
2025-07-15,Display,18.56
2025-07-15,Paid Social,37937.88
2025-07-15,Direct,98939.38
2025-07-15,Organic Search,31853.7
2025-07-15,Referral,239.5
2025-07-15,Social,3353.02
2025-07-15,Payment Redirects,0
2025-07-15,Unassigned,4311.03
2025-07-16,Email,50660.07
2025-07-16,SMS,56247.68
2025-07-16,Push,24123.84
2025-07-16,Paid Search,123833.4
2025-07-16,Affiliates,46174.26
2025-07-16,Display,18.66
2025-07-16,Paid Social,39172.03
2025-07-16,Direct,101528.16
2025-07-16,Organic Search,32035.89
2025-07-16,Referral,240.87
2025-07-16,Social,3372.2
2025-07-16,Payment Redirects,0
2025-07-16,Unassigned,4335.68
2025-07-17,Email,58839.31
2025-07-17,SMS,56037.43
2025-07-17,Push,28018.72
2025-07-17,Paid Search,146149.63
2025-07-17,Affiliates,55952.16
2025-07-17,Display,21.68
2025-07-17,Paid Social,47819.39
2025-07-17,Direct,120243.13
2025-07-17,Organic Search,37208.2
2025-07-17,Referral,279.76
2025-07-17,Social,3916.65
2025-07-17,Payment Redirects,0
2025-07-17,Unassigned,5035.7
2025-07-18,Email,60712.05
2025-07-18,SMS,57821
2025-07-18,Push,28910.5
2025-07-18,Paid Search,150801.29
2025-07-18,Affiliates,57733.01
2025-07-18,Display,22.37
2025-07-18,Paid Social,49341.39
2025-07-18,Direct,124070.24
2025-07-18,Organic Search,38392.46
2025-07-18,Referral,288.67
2025-07-18,Social,4041.31
2025-07-18,Payment Redirects,0
2025-07-18,Unassigned,5195.97
2025-07-19,Email,53109.04
2025-07-19,SMS,48580.03
2025-07-19,Push,25290.02
2025-07-19,Paid Search,131916.34
2025-07-19,Affiliates,50503.07
2025-07-19,Display,19.57
2025-07-19,Paid Social,43162.34
2025-07-19,Direct,110532.84
2025-07-19,Organic Search,33584.55
2025-07-19,Referral,252.52
2025-07-19,Social,3535.22
2025-07-19,Payment Redirects,0
2025-07-19,Unassigned,4545.28
2025-07-20,Email,49309.51
2025-07-20,SMS,51723.34
2025-07-20,Push,25861.67
2025-07-20,Paid Search,134898.17
2025-07-20,Affiliates,52644.64
2025-07-20,Display,20.01
2025-07-20,Paid Social,45137.98
2025-07-20,Direct,113986.11
2025-07-20,Organic Search,34343.69
2025-07-20,Referral,258.22
2025-07-20,Social,3615.13
2025-07-20,Payment Redirects,0
2025-07-20,Unassigned,4648.02
2025-07-21,Email,51412.36
2025-07-21,SMS,48964.16
2025-07-21,Push,23482.08
2025-07-21,Paid Search,126202.01
2025-07-21,Affiliates,48889.65
2025-07-21,Display,18.94
2025-07-21,Paid Social,42783.43
2025-07-21,Direct,106565.55
2025-07-21,Organic Search,32511.62
2025-07-21,Referral,244.45
2025-07-21,Social,3422.28
2025-07-21,Payment Redirects,0
2025-07-21,Unassigned,4400.07
2025-07-22,Email,47922.98
2025-07-22,SMS,42640.94
2025-07-22,Push,22820.47
2025-07-22,Paid Search,121034.81
2025-07-22,Affiliates,45571.48
2025-07-22,Display,17.65
2025-07-22,Paid Social,39947.57
2025-07-22,Direct,97934.7
2025-07-22,Organic Search,30305.04
2025-07-22,Referral,227.86
2025-07-22,Social,3190
2025-07-22,Payment Redirects,0
2025-07-22,Unassigned,4101.43
2025-07-23,Email,53781.3
2025-07-23,SMS,48220.29
2025-07-23,Push,25610.14
2025-07-23,Paid Search,133586.16
2025-07-23,Affiliates,51142.35
2025-07-23,Display,19.81
2025-07-23,Paid Social,44708.69
2025-07-23,Direct,110906.67
2025-07-23,Organic Search,35009.67
2025-07-23,Referral,255.71
2025-07-23,Social,3579.97
2025-07-23,Payment Redirects,0
2025-07-23,Unassigned,4602.81
2025-07-24,Email,57462.76
2025-07-24,SMS,51726.44
2025-07-24,Push,27363.22
2025-07-24,Paid Search,143730.46
2025-07-24,Affiliates,55643.16
2025-07-24,Display,21.17
2025-07-24,Paid Social,47700.66
2025-07-24,Direct,117430.05
2025-07-24,Organic Search,36337.71
2025-07-24,Referral,273.22
2025-07-24,Social,3825.02
2025-07-24,Payment Redirects,0
2025-07-24,Unassigned,4917.89
2025-07-25,Email,60487.96
2025-07-25,SMS,54607.58
2025-07-25,Push,28803.79
2025-07-25,Paid Search,152244.68
2025-07-25,Affiliates,57519.92
2025-07-25,Display,22.28
2025-07-25,Paid Social,49159.27
2025-07-25,Direct,123612.3
2025-07-25,Organic Search,39250.76
2025-07-25,Referral,287.6
2025-07-25,Social,4026.4
2025-07-25,Payment Redirects,0
2025-07-25,Unassigned,5176.79
2025-07-26,Email,55173.85
2025-07-26,SMS,52546.53
2025-07-26,Push,26273.26
2025-07-26,Paid Search,137045.09
2025-07-26,Affiliates,52466.57
2025-07-26,Display,20.33
2025-07-26,Paid Social,44840.44
2025-07-26,Direct,112752.47
2025-07-26,Organic Search,34890.28
2025-07-26,Referral,262.33
2025-07-26,Social,3672.66
2025-07-26,Payment Redirects,0
2025-07-26,Unassigned,4721.99
2025-07-27,Email,54645.65
2025-07-27,SMS,48043.47
2025-07-27,Push,26021.74
2025-07-27,Paid Search,136733.09
2025-07-27,Affiliates,52964.28
2025-07-27,Display,20.13
2025-07-27,Paid Social,45411.16
2025-07-27,Direct,112673.03
2025-07-27,Organic Search,34556.25
2025-07-27,Referral,259.82
2025-07-27,Social,3637.5
2025-07-27,Payment Redirects,0
2025-07-27,Unassigned,4676.79
2025-07-28,Email,51716.48
2025-07-28,SMS,47253.8
2025-07-28,Push,24626.9
2025-07-28,Paid Search,129457.41
2025-07-28,Affiliates,50178.85
2025-07-28,Display,19.05
2025-07-28,Paid Social,43030.59
2025-07-28,Direct,104687.04
2025-07-28,Organic Search,32703.94
2025-07-28,Referral,245.89
2025-07-28,Social,3442.52
2025-07-28,Payment Redirects,0
2025-07-28,Unassigned,4426.1
2025-07-29,Email,52004.6
2025-07-29,SMS,47528.19
2025-07-29,Push,24764.09
2025-07-29,Paid Search,130173.05
2025-07-29,Affiliates,50452.82
2025-07-29,Display,19.16
2025-07-29,Paid Social,43264.75
2025-07-29,Direct,105275.83
2025-07-29,Organic Search,32886.13
2025-07-29,Referral,247.26
2025-07-29,Social,3461.7
2025-07-29,Payment Redirects,0
2025-07-29,Unassigned,4450.76
2025-07-30,Email,54021.4
2025-07-30,SMS,49448.95
2025-07-30,Push,25724.48
2025-07-30,Paid Search,135182.53
2025-07-30,Affiliates,52370.66
2025-07-30,Display,19.9
2025-07-30,Paid Social,43903.82
2025-07-30,Direct,110397.33
2025-07-30,Organic Search,34161.5
2025-07-30,Referral,256.85
2025-07-30,Social,3595.95
2025-07-30,Payment Redirects,0
2025-07-30,Unassigned,4623.36
2025-07-31,Email,56547.64
2025-07-31,SMS,50854.9
2025-07-31,Push,25927.45
2025-07-31,Paid Search,141457.41
2025-07-31,Affiliates,54772.94
2025-07-31,Display,20.83
2025-07-31,Paid Social,46956.93
2025-07-31,Direct,116559.92
2025-07-31,Organic Search,35759.02
2025-07-31,Referral,268.86
2025-07-31,Social,3764.11
2025-07-31,Payment Redirects,0
2025-07-31,Unassigned,4839.57
2025-08-01,Email,56473.98
2025-08-01,SMS,52665.7
2025-08-01,Push,25582.85
2025-08-01,Paid Search,147484.14
2025-08-01,Affiliates,57080.23
2025-08-01,Display,21.73
2025-08-01,Paid Social,49428.84
2025-08-01,Direct,125518.35
2025-08-01,Organic Search,37293.36
2025-08-01,Referral,280.4
2025-08-01,Social,3925.62
2025-08-01,Payment Redirects,0
2025-08-01,Unassigned,5047.22
2025-08-02,Email,55744.01
2025-08-02,SMS,52089.53
2025-08-02,Push,26544.77
2025-08-02,Paid Search,138461.29
2025-08-02,Affiliates,53008.75
2025-08-02,Display,20.54
2025-08-02,Paid Social,45303.81
2025-08-02,Direct,113917.64
2025-08-02,Organic Search,36250.83
2025-08-02,Referral,265.04
2025-08-02,Social,3710.61
2025-08-02,Payment Redirects,0
2025-08-02,Unassigned,4770.79
2025-08-03,Email,54964.11
2025-08-03,SMS,50161.42
2025-08-03,Push,32017.93
2025-08-03,Paid Search,139278
2025-08-03,Affiliates,51762.32
2025-08-03,Display,16.01
2025-08-03,Paid Social,44809.09
2025-08-03,Direct,120600.87
2025-08-03,Organic Search,34686.09
2025-08-03,Referral,1067.26
2025-08-03,Social,4269.06
2025-08-03,Payment Redirects,0
2025-08-03,Unassigned,0
2025-08-04,Email,49507.67
2025-08-04,SMS,45181.75
2025-08-04,Push,28839.42
2025-08-04,Paid Search,125451.46
2025-08-04,Affiliates,46623.72
2025-08-04,Display,14.42
2025-08-04,Paid Social,40360.76
2025-08-04,Direct,108628.47
2025-08-04,Organic Search,31242.7
2025-08-04,Referral,961.31
2025-08-04,Social,3845.26
2025-08-04,Payment Redirects,0
2025-08-04,Unassigned,0
2025-08-05,Email,53058.2
2025-08-05,SMS,48422.05
2025-08-05,Push,30907.69
2025-08-05,Paid Search,134448.45
2025-08-05,Affiliates,49967.43
2025-08-05,Display,15.45
2025-08-05,Paid Social,43255.31
2025-08-05,Direct,116418.96
2025-08-05,Organic Search,33483.33
2025-08-05,Referral,1030.26
2025-08-05,Social,4121.03
2025-08-05,Payment Redirects,0
2025-08-05,Unassigned,0
2025-08-06,Email,60436.66
2025-08-06,SMS,55155.78
2025-08-06,Push,35205.82
2025-08-06,Paid Search,153145.31
2025-08-06,Affiliates,56916.07
2025-08-06,Display,17.6
2025-08-06,Paid Social,49270.54
2025-08-06,Direct,132608.59
2025-08-06,Organic Search,38139.64
2025-08-06,Referral,1173.53
2025-08-06,Social,4694.11
2025-08-06,Payment Redirects,0
2025-08-06,Unassigned,0
2025-08-07,Email,51225.74
2025-08-07,SMS,41749.7
2025-08-07,Push,34840.24
2025-08-07,Paid Search,129805.03
2025-08-07,Affiliates,48241.72
2025-08-07,Display,14.92
2025-08-07,Paid Social,41761.41
2025-08-07,Direct,112398.22
2025-08-07,Organic Search,32326.92
2025-08-07,Referral,994.67
2025-08-07,Social,3978.7
2025-08-07,Payment Redirects,0
2025-08-07,Unassigned,0
2025-08-08,Email,52970.61
2025-08-08,SMS,48342.11
2025-08-08,Push,30856.67
2025-08-08,Paid Search,134226.5
2025-08-08,Affiliates,49884.94
2025-08-08,Display,15.43
2025-08-08,Paid Social,43183.9
2025-08-08,Direct,116226.77
2025-08-08,Organic Search,33428.05
2025-08-08,Referral,1028.56
2025-08-08,Social,4114.22
2025-08-08,Payment Redirects,0
2025-08-08,Unassigned,0
2025-08-09,Email,51063.9
2025-08-09,SMS,47077.74
2025-08-09,Push,33241.11
2025-08-09,Paid Search,146598.82
2025-08-09,Affiliates,55739.79
2025-08-09,Display,16.62
2025-08-09,Paid Social,48520.93
2025-08-09,Direct,127208.17
2025-08-09,Organic Search,38011.2
2025-08-09,Referral,1608.04
2025-08-09,Social,4932.15
2025-08-09,Payment Redirects,0
2025-08-09,Unassigned,0
2025-08-10,Email,30842.96
2025-08-10,SMS,32711.05
2025-08-10,Push,23379.39
2025-08-10,Paid Search,90825.36
2025-08-10,Affiliates,33755.02
2025-08-10,Display,10.44
2025-08-10,Paid Social,29220.71
2025-08-10,Direct,81145.72
2025-08-10,Organic Search,22619.34
2025-08-10,Referral,695.98
2025-08-10,Social,2783.92
2025-08-10,Payment Redirects,0
2025-08-10,Unassigned,0
2025-08-11,Email,35797.24
2025-08-11,SMS,32669.33
2025-08-11,Push,20852.76
2025-08-11,Paid Search,90709.51
2025-08-11,Affiliates,33711.96
2025-08-11,Display,10.43
2025-08-11,Paid Social,29183.44
2025-08-11,Direct,78545.4
2025-08-11,Organic Search,22590.49
2025-08-11,Referral,695.09
2025-08-11,Social,2780.37
2025-08-11,Payment Redirects,0
2025-08-11,Unassigned,0
2025-08-12,Email,38684.25
2025-08-12,SMS,35304.07
2025-08-12,Push,22534.51
2025-08-12,Paid Search,98025.13
2025-08-12,Affiliates,36430.79
2025-08-12,Display,11.27
2025-08-12,Paid Social,31537.05
2025-08-12,Direct,84879.99
2025-08-12,Organic Search,24412.39
2025-08-12,Referral,751.15
2025-08-12,Social,3004.6
2025-08-12,Payment Redirects,0
2025-08-12,Unassigned,0
2025-08-13,Email,38502.86
2025-08-13,SMS,35138.53
2025-08-13,Push,22428.85
2025-08-13,Paid Search,97565.49
2025-08-13,Affiliates,36259.97
2025-08-13,Display,11.21
2025-08-13,Paid Social,31389.17
2025-08-13,Direct,84482
2025-08-13,Organic Search,24297.92
2025-08-13,Referral,747.63
2025-08-13,Social,2990.51
2025-08-13,Payment Redirects,0
2025-08-13,Unassigned,0
2025-08-14,Email,38446.11
2025-08-14,SMS,35086.74
2025-08-14,Push,22395.79
2025-08-14,Paid Search,97421.7
2025-08-14,Affiliates,36206.53
2025-08-14,Display,11.2
2025-08-14,Paid Social,31342.91
2025-08-14,Direct,84357.48
2025-08-14,Organic Search,24262.11
2025-08-14,Referral,746.53
2025-08-14,Social,2986.11
2025-08-14,Payment Redirects,0
2025-08-14,Unassigned,0
2025-08-15,Email,38798.75
2025-08-15,SMS,35408.57
2025-08-15,Push,22601.22
2025-08-15,Paid Search,98315.29
2025-08-15,Affiliates,36538.63
2025-08-15,Display,11.3
2025-08-15,Paid Social,31630.4
2025-08-15,Direct,85131.24
2025-08-15,Organic Search,24484.65
2025-08-15,Referral,753.37
2025-08-15,Social,3013.5
2025-08-15,Payment Redirects,0
2025-08-15,Unassigned,0
2025-08-16,Email,38458.27
2025-08-16,SMS,35097.84
2025-08-16,Push,22402.88
2025-08-16,Paid Search,97452.51
2025-08-16,Affiliates,36217.98
2025-08-16,Display,11.2
2025-08-16,Paid Social,31352.82
2025-08-16,Direct,84384.17
2025-08-16,Organic Search,24269.78
2025-08-16,Referral,746.76
2025-08-16,Social,2987.05
2025-08-16,Payment Redirects,0
2025-08-16,Unassigned,0
2025-08-17,Email,38031.75
2025-08-17,SMS,37446.45
2025-08-17,Push,24901.99
2025-08-17,Paid Search,104973.65
2025-08-17,Affiliates,38641.55
2025-08-17,Display,11.95
2025-08-17,Paid Social,33450.83
2025-08-17,Direct,91030.83
2025-08-17,Organic Search,25893.82
2025-08-17,Referral,796.73
2025-08-17,Social,3186.93
2025-08-17,Payment Redirects,0
2025-08-17,Unassigned,0
2025-08-18,Email,65124.81
2025-08-18,SMS,60958.57
2025-08-18,Push,34441.64
2025-08-18,Paid Search,144821.13
2025-08-18,Affiliates,53680.65
2025-08-18,Display,17.22
2025-08-18,Paid Social,48201.07
2025-08-18,Direct,123730.17
2025-08-18,Organic Search,37311.78
2025-08-18,Referral,1148.05
2025-08-18,Social,4592.22
2025-08-18,Payment Redirects,0
2025-08-18,Unassigned,0
2025-08-19,Email,67652.98
