date,channel,sessions,revenue,purchases,engaged_sessions,shipping,tax
2025-02-13,Paid Other,145,0,0,93,0,0
2025-02-13,Paid Search,50344,97748.6,764,33700,7475.21,6594.93
2025-02-13,Paid Social,41072,24160.52,182,16210,1400.84,1529.86
2025-02-13,Paid Video,143,0,0,18,0,0
2025-02-13,Referral,295,927.37,6,186,29.97,233.15
2025-02-13,SMS,10434,29336.72,179,5685,948.25,2028.66
2025-02-13,Unassigned,1567,6352.44,38,217,318.81,443.63
2025-02-14,Affiliates,4422,36728.66,244,2514,1832.36,2475.93
2025-02-14,Direct,37559,85281.91,617,24094,5240.53,5622.6
2025-02-14,Display,212,0,0,50,0,0
2025-02-14,Email,12778,40665.34,245,7564,1453.21,2608.68
2025-02-14,Mobile Push Notifications,5733,20829.92,129,4965,956.23,1283.85
2025-02-14,Organic Search,14037,22408.89,140,9836,1114.08,1614.88
2025-02-14,Organic Shopping,351,1418.98,15,218,119.88,87.02
2025-02-14,Organic Social,1623,1628.75,12,1028,112.94,97.08
2025-02-14,Organic Video,13,0,0,0,0,0
2025-02-14,Paid Other,137,176.99,1,87,0,13.11
2025-02-14,Paid Search,46667,100533.78,790,30458,7073.84,6904.74
2025-02-14,Paid Social,45386,33738.97,237,18485,1594.56,2133.66
2025-02-14,Paid Video,114,0,0,11,0,0
2025-02-14,Referral,296,1190.33,6,179,144.7,149.93
2025-02-14,SMS,9725,30586.34,200,5349,1289.97,2092.08
2025-02-14,Unassigned,1523,3997.43,26,252,139.87,229.94
2025-02-15,Affiliates,4792,38525.6,239,2620,1798.76,2656.21
2025-02-15,Direct,41734,87516.58,619,27802,5145.95,5949.69
2025-02-15,Display,398,0,0,67,0,0
2025-02-15,Email,12849,40430.26,272,7600,1762.5,2811.56
2025-02-15,Mobile Push Notifications,5966,19770.81,119,5198,906.28,1239.61
2025-02-15,Organic Search,16666,19208.87,143,12022,1185.52,1392.21
2025-02-15,Organic Shopping,430,632.85,6,286,64.94,50.04
2025-02-15,Organic Social,2108,2121.15,18,1359,144.45,79.46
2025-02-15,Organic Video,6,0,0,1,0,0
2025-02-15,Paid Other,169,0,0,105,0,0
2025-02-15,Paid Search,53006,98960.83,771,36137,6518.92,6851.1
2025-02-15,Paid Social,55455,49729.99,339,23752,2186.96,3326.96
2025-02-15,Paid Video,142,0,0,22,0,0
2025-02-15,Referral,236,523.08,5,150,39.96,95.94
2025-02-15,SMS,11041,35807.58,222,5874,1396.09,2370.75
2025-02-15,Unassigned,1616,8600.79,38,256,330.63,635.07
2025-02-16,Affiliates,5849,43187.06,274,3082,1866.72,2754.11
2025-02-16,Direct,49533,102401.53,689,32682,5700.93,6771.79
2025-02-16,Display,320,0,0,79,0,0
2025-02-16,Email,14613,48372.19,292,8954,1871.91,3302.76
2025-02-16,Mobile Push Notifications,5796,19524.46,131,5181,1018.17,1210.71
2025-02-16,Organic Search,18262,23737.09,152,13118,1337.32,1877.61
2025-02-16,Organic Shopping,499,854.69,9,319,104.55,117.52
2025-02-16,Organic Social,2506,4859.15,29,1631,160.85,474.07
2025-02-16,Organic Video,8,0,0,3,0,0
2025-02-16,Paid Other,141,176.08,1,76,0,13.42
2025-02-16,Paid Search,60306,116087.94,874,40609,7348.15,7806.76
2025-02-16,Paid Social,70821,51697.28,339,30383,2173.21,3407.87
2025-02-16,Paid Video,135,0,0,21,0,0
2025-02-16,Referral,217,812.71,6,136,72.97,70.34
2025-02-16,SMS,10671,39245.86,235,6121,1483.74,2708.22
2025-02-16,Unassigned,1676,4583.3,27,253,201.86,298.41
2025-02-17,Affiliates,5049,51020.48,329,2871,2318.2,3315.56
2025-02-17,Direct,46809,124896.4,845,30494,7137.79,8296.13
2025-02-17,Display,422,102.97,1,77,9.99,3.58
2025-02-17,Email,15414,56765.9,335,9586,1720.3,3726.47
2025-02-17,Mobile Push Notifications,5792,23868.35,138,5132,929.24,1558.63
2025-02-17,Organic Search,18065,29620.24,190,12638,1426.3,2133.99
2025-02-17,Organic Shopping,500,1499.21,11,330,90.94,82.57
2025-02-17,Organic Social,2657,2699.15,21,1682,89.91,138.69
2025-02-17,Organic Video,5,0,0,3,0,0
2025-02-17,Paid Other,140,0,0,89,0,0
2025-02-17,Paid Search,60352,152760.26,1079,40584,8867.82,10445.26
2025-02-17,Paid Shopping,1,0,0,0,0,0
2025-02-17,Paid Social,59993,50056.91,327,27110,2111.36,3252.17
2025-02-17,Paid Video,136,0,0,25,0,0
2025-02-17,Referral,290,304.86,3,178,31.37,8.21
2025-02-17,SMS,11937,57434.38,329,6777,2050.52,4101.38
2025-02-17,Unassigned,1763,5741.76,33,271,222.87,415.03
2025-02-18,Affiliates,4397,33057.6,212,2566,1786.92,2170.45
2025-02-18,Direct,43250,74660.58,529,28369,4967.61,4915.76
2025-02-18,Display,1698,0,0,53,0,0
2025-02-18,Email,17090,38001.86,247,10064,1500.16,2576.2
2025-02-18,Mobile Push Notifications,6227,15554.08,91,5393,646.42,939.7
2025-02-18,Organic Search,16865,15647.53,104,11943,1044.39,1182.61
2025-02-18,Organic Shopping,504,1056.16,12,308,110.92,80.95
2025-02-18,Organic Social,2853,2323.18,16,1752,101.96,86.86
2025-02-18,Organic Video,5,0,0,2,0,0
2025-02-18,Paid Other,113,0,0,62,0,0
2025-02-18,Paid Search,52510,84799.53,662,34057,6221.73,5776.9
2025-02-18,Paid Social,52323,27821.7,203,22984,1474.72,1829.76
2025-02-18,Paid Video,133,0,0,19,0,0
2025-02-18,Payment Redirects,1,0,0,0,0,0
2025-02-18,Referral,248,503.94,3,156,54.82,62.39
2025-02-18,SMS,10670,28421.61,182,5933,1316.08,1899.25
2025-02-18,Unassigned,1704,4633.35,30,248,296.83,334.05
2025-02-19,Affiliates,5359,48273.65,301,2986,2735.49,3209.72
2025-02-19,Direct,47289,119459.92,824,31548,7068.29,8125.11
2025-02-19,Display,899,0,0,69,0,0
2025-02-19,Email,15432,47874.83,277,9430,1606.86,3781.57
2025-02-19,Mobile Push Notifications,5913,17573.43,106,5198,807.34,1184.73
2025-02-19,Organic Search,16930,26451.78,172,11991,1486.23,1944.43
2025-02-19,Organic Shopping,502,881.99,8,312,92.95,66.01
2025-02-19,Organic Social,3356,2876.44,19,1853,104.9,166.17
2025-02-19,Organic Video,7,0,0,5,0,0
2025-02-19,Paid Other,152,0,0,88,0,0
2025-02-19,Paid Search,59566,136334.61,1011,38235,8897.65,9116.27
2025-02-19,Paid Social,57311,38822.58,255,23328,1809.68,2560.22
2025-02-19,Paid Video,147,0,0,28,0,0
2025-02-19,Referral,288,660.2,4,184,9.99,102.32
2025-02-19,SMS,10797,42585.38,244,6058,1609.91,2814.05
2025-02-19,Unassigned,1594,6029.37,40,296,245.79,416.53
2025-02-20,Affiliates,5023,27096.98,195,2786,1619.86,1856.99
2025-02-20,Direct,45578,92425.86,663,29519,5847.59,6303.27
2025-02-20,Display,693,0,0,70,0,0
2025-02-20,Email,16408,30549.97,203,10003,1638.91,2097.91
2025-02-20,Mobile Push Notifications,5607,19068.31,107,4946,1025.34,1119.9
2025-02-20,Organic Search,17260,19001.13,119,12343,1199.61,1322.25
2025-02-20,Organic Shopping,506,1622.5,14,301,147.9,104.48
2025-02-20,Organic Social,2777,3169.26,23,1555,95.94,126.48
2025-02-20,Organic Video,3,0,0,1,0,0
2025-02-20,Paid Other,122,567.07,1,73,0,37.1
2025-02-20,Paid Search,55806,101338.65,764,36902,7272.33,7076.19
2025-02-20,Paid Shopping,1,0,0,0,0,0
2025-02-20,Paid Social,45899,19318.76,149,19690,1395.07,1290.5
2025-02-20,Paid Video,140,0,0,35,0,0
2025-02-20,Payment Redirects,1,0,0,1,0,0
2025-02-20,Referral,247,539.32,4,142,19.98,31.94
2025-02-20,SMS,14449,21146.81,141,7777,1203.17,1526.89
2025-02-20,Unassigned,1765,4546.7,30,314,327.47,382.84
2025-02-21,Affiliates,5008,35369.35,215,2690,1830.01,2447.5
2025-02-21,Direct,41466,87923.56,635,26738,5886.92,5455.29
2025-02-21,Display,1231,0,0,71,0,0
2025-02-21,Email,14593,33918.08,225,8362,1462.93,2200.02
2025-02-21,Mobile Push Notifications,4979,15061.5,99,4530,737.43,912.84
2025-02-21,Organic Search,17059,19269.88,130,12102,1456.15,1735.91
2025-02-21,Organic Shopping,474,952.84,8,274,80.95,76.53
2025-02-21,Organic Social,2190,3223.41,23,1347,179.81,161.14
2025-02-21,Organic Video,5,0,0,3,0,0
2025-02-21,Paid Other,118,0,0,61,0,0
2025-02-21,Paid Search,53163,103735.11,808,34967,7117.32,6912.16
2025-02-21,Paid Social,38496,24237.42,168,15901,1425.04,1544.04
2025-02-21,Paid Video,125,0,0,19,0,0
2025-02-21,Referral,252,598.82,3,156,28.91,308.12
2025-02-21,SMS,17238,22785.14,163,8656,1130.96,1324.74
2025-02-21,Unassigned,1579,3384.71,24,301,121.28,235.03
2025-02-22,Affiliates,4566,35581.48,234,2571,2119.64,2314.82
2025-02-22,Direct,46391,73212.89,597,30984,5172.65,4849.8
2025-02-22,Display,647,0,0,69,0,0
2025-02-22,Email,18163,38887.49,245,10806,1775.87,2686.23
2025-02-22,Mobile Push Notifications,5777,10476.12,85,5101,736.39,757.85
2025-02-22,Organic Search,18528,18309.34,125,13075,1228.69,1241.5
2025-02-22,Organic Shopping,502,1221.45,13,320,156.91,69.72
2025-02-22,Organic Social,2289,1585.87,16,1401,137.1,102.79
2025-02-22,Organic Video,7,0,0,4,0,0
2025-02-22,Paid Other,158,0,0,100,0,0
2025-02-22,Paid Search,57654,99649.26,767,38468,6455.14,6554.15
2025-02-22,Paid Social,40223,21282.72,152,16088,1050.1,1337.87
2025-02-22,Paid Video,120,0,0,20,0,0
2025-02-22,Referral,276,297.56,1,182,26.34,32.62
2025-02-22,SMS,13375,24989.93,177,7027,1261.86,1735.43
2025-02-22,Unassigned,1681,5280.81,29,297,239.87,408.55
2025-02-23,Affiliates,4962,31352.16,189,2679,1427.63,2168.96
2025-02-23,Direct,49056,84434.88,623,31889,5780.57,5796.64
2025-02-23,Display,669,0,0,71,0,0
2025-02-23,Email,17391,36816.22,228,10276,1511.87,2286.41
2025-02-23,Mobile Push Notifications,5017,10777.1,76,4552,689.53,710.95
2025-02-23,Organic Search,19277,21488.99,132,13748,1351.21,1479.5
2025-02-23,Organic Shopping,523,908.31,7,323,39.96,73.7
2025-02-23,Organic Social,2529,1373.27,12,1604,121.94,78.51
2025-02-23,Organic Video,1,0,0,0,0,0
2025-02-23,Paid Other,122,0,0,73,0,0
2025-02-23,Paid Search,61389,102748.86,782,42102,7154.3,6928.9
2025-02-23,Paid Social,51785,23793.02,182,21035,1342.86,1419.14
2025-02-23,Paid Video,118,0,0,15,0,0
2025-02-23,Referral,275,567.19,5,160,56.31,85.45
2025-02-23,SMS,17897,31965.57,208,9880,1660.8,2085.84
2025-02-23,Unassigned,1759,5591.32,37,289,280.45,347.56
2025-02-24,Affiliates,6008,43947.73,296,3187,3097.61,2649.63
2025-02-24,Direct,50001,109265.69,889,33033,8577.5,7205.88
2025-02-24,Display,467,318.09,2,74,9.99,22.81
2025-02-24,Email,23368,67753.84,482,14913,3449.19,4508.32
2025-02-24,Mobile Push Notifications,7079,23027.74,166,6225,1290.89,1668.86
2025-02-24,Organic Search,17880,24849.15,189,13135,2034.2,1658.77
2025-02-24,Organic Shopping,543,1310.96,14,348,183.89,97.54
2025-02-24,Organic Social,2389,2168.07,18,1491,126.94,95.24
2025-02-24,Organic Video,3,0,0,1,0,0
2025-02-24,Paid Other,132,311.97,3,84,62.98,19.15
2025-02-24,Paid Search,60625,132080.52,1058,40736,10992.7,8808.38
2025-02-24,Paid Social,55754,39529.53,323,23445,2760.9,2641.37
2025-02-24,Paid Video,105,0,0,16,0,0
2025-02-24,Referral,375,566.15,7,216,118.46,63.27
2025-02-24,SMS,20260,56620.07,411,10944,2923.62,3817.45
2025-02-24,Unassigned,2169,6485.41,30,251,139.87,539.32
2025-02-25,Affiliates,5683,49570.85,331,3217,3205.3,3165.11
2025-02-25,Direct,49317,140514.31,1073,31965,10412.26,9049.47
2025-02-25,Display,585,0,0,66,0,0
2025-02-25,Email,21954,70609.95,500,13064,3555.83,4772.26
2025-02-25,Mobile Push Notifications,7163,27619.93,204,6261,1849.77,1685.02
2025-02-25,Organic Search,17492,24447.76,189,12473,2035.6,1507.95
2025-02-25,Organic Shopping,504,640.55,8,307,69.93,51.29
2025-02-25,Organic Social,2466,3810.78,25,1599,141.92,192.26
2025-02-25,Organic Video,3,0,0,2,0,0
2025-02-25,Paid Other,89,0,0,61,0,0
2025-02-25,Paid Search,60727,152426.37,1188,40419,12359.78,10123.76
2025-02-25,Paid Social,60881,44504.54,321,25375,2580.15,2729.73
2025-02-25,Paid Video,133,0,0,25,0,0
2025-02-25,Payment Redirects,2,0,0,0,0,0
2025-02-25,Referral,233,433.55,4,146,50.98,19.6
2025-02-25,SMS,22159,70616.79,501,12850,3799.32,4500.23
2025-02-25,Unassigned,1944,7128.57,44,266,351.8,434.82
2025-02-26,Affiliates,6668,61073.28,403,3612,3513.96,3905.63
2025-02-26,Direct,50542,154166.36,1160,32982,11298.44,10433.79
2025-02-26,Display,1067,478.14,3,119,45.99,28.08
2025-02-26,Email,21770,85612.87,563,13750,4055.88,5673.77
2025-02-26,Mobile Push Notifications,7516,27162.66,199,6517,1851.79,1821.17
2025-02-26,Organic Search,16870,29188.28,190,12159,1956.52,2189.14
2025-02-26,Organic Shopping,489,1632.88,17,314,194.91,112.07
2025-02-26,Organic Social,2788,4338.67,26,1623,213.23,193.84
2025-02-26,Organic Video,3,0,0,0,0,0
2025-02-26,Paid Other,161,0,0,96,0,0
2025-02-26,Paid Search,66007,183177.75,1400,43167,15249.63,11603.32
2025-02-26,Paid Social,54499,48562.3,359,23980,2560.82,2929.15
2025-02-26,Paid Video,152,0,0,35,0,0
2025-02-26,Payment Redirects,3,0,0,1,0,0
2025-02-26,Referral,269,608.78,4,179,84.29,139.16
2025-02-26,SMS,25149,90257.81,592,14355,4417.99,5776.06
2025-02-26,Unassigned,2128,6801.44,42,250,287.81,452.52
2025-02-27,Affiliates,5955,43555.17,251,3177,2193.88,2690.54
2025-02-27,Direct,45798,92681.5,725,29819,7050.57,6070.39
2025-02-27,Display,1043,0,0,98,0,0
2025-02-27,Email,17542,41403.32,289,10594,2146.58,2936.94
2025-02-27,Mobile Push Notifications,6797,18831.25,122,5938,887.32,1204.08
2025-02-27,Organic Search,16190,28980.74,180,11773,1793.06,1907.75
2025-02-27,Organic Shopping,445,1005.42,12,298,125.91,69.41
2025-02-27,Organic Social,2292,3598.19,22,1318,99.9,217.86
2025-02-27,Organic Video,3,0,0,3,0,0
2025-02-27,Paid Other,140,0,0,87,0,0
2025-02-27,Paid Search,59098,129990.76,975,38117,9873.95,8653.73
2025-02-27,Paid Social,44744,36737.3,253,19695,1834.71,2225.74
2025-02-27,Paid Video,99,0,0,20,0,0
2025-02-27,Referral,276,2528.18,6,184,133.18,93.57
2025-02-27,SMS,19560,38970.59,267,10110,2096.52,2391.83
2025-02-27,Unassigned,1807,8174.45,49,225,333.8,549.65
2025-02-28,Affiliates,4615,29878.95,204,2567,1762.72,1829.51
2025-02-28,Direct,43098,87099.96,668,27896,5840.11,5988.84
2025-02-28,Display,1743,0,0,202,0,0
2025-02-28,Email,19129,35464.13,248,11610,1706.49,2180.38
2025-02-28,Mobile Push Notifications,6443,13955.6,106,5635,775.28,1002.8
2025-02-28,Organic Search,15770,16417.98,145,11422,1439.57,1124.36
2025-02-28,Organic Shopping,333,1437.87,10,214,74.93,72.02
2025-02-28,Organic Social,1849,2094.95,10,1070,39.96,83.61
2025-02-28,Organic Video,5,0,0,3,0,0
2025-02-28,Paid Other,123,0,0,72,0,0
2025-02-28,Paid Search,48459,108057.52,818,30941,7919.04,6778.72
2025-02-28,Paid Social,32620,26094.21,177,13895,1242.08,1468.53
2025-02-28,Paid Video,187,0,0,32,0,0
2025-02-28,Referral,232,572.67,3,149,31,19.56
2025-02-28,SMS,18673,38150.95,242,9936,1562.69,2436.56
2025-02-28,Unassigned,1609,4423.89,32,216,279.83,320.6
2025-03-01,Affiliates,4931,37774.74,265,2702,1970.56,2394.67
2025-03-01,Direct,44922,81261.17,642,29861,5599.38,5518.44
2025-03-01,Display,2060,0,0,257,0,0
2025-03-01,Email,18314,32434.59,250,10634,1617.54,2123.14
2025-03-01,Mobile Push Notifications,5980,16971.34,121,5271,878.2,1137.1
2025-03-01,Organic Search,17713,21231.28,160,12840,1532.64,1508.22
2025-03-01,Organic Shopping,394,333.4,5,269,49.95,16.11
2025-03-01,Organic Social,1945,2598.47,16,1109,59.94,115.82
2025-03-01,Organic Video,3,0,0,1,0,0
2025-03-01,Paid Other,104,0,0,59,0,0
2025-03-01,Paid Search,59199,107299.88,913,38192,8114.79,6804.52
2025-03-01,Paid Social,30562,30391.46,215,12498,1494.72,1918.72
2025-03-01,Paid Video,109,0,0,15,0,0
2025-03-01,Referral,203,673.72,7,120,70.55,63.06
2025-03-01,SMS,18344,35769.16,268,10069,2066.48,2331.68
2025-03-01,Unassigned,1812,4240.27,28,310,221.76,294.28
2025-03-02,Affiliates,4965,38388.93,245,2784,1863.23,2581.26
2025-03-02,Direct,47041,84595.25,663,31556,5887.5,5693.41
2025-03-02,Display,339,0,0,36,0,0
2025-03-02,Email,18477,51343.11,324,11161,2145.19,3510.68
2025-03-02,Mobile Push Notifications,6284,18022.07,137,5588,1193.11,1264.52
2025-03-02,Organic Search,19338,21732.2,150,13544,1501.27,1465.8
2025-03-02,Organic Shopping,442,1540.03,15,291,140.89,98.03
2025-03-02,Organic Social,2286,2966.18,21,1343,140.89,107.82
2025-03-02,Organic Video,1,0,0,0,0,0
2025-03-02,Paid Other,38,41.4,1,34,9.99,3.93
2025-03-02,Paid Search,58582,111919.15,930,39576,8685.97,7341.49
2025-03-02,Paid Social,42397,23665.72,175,17083,1192.96,1401.83
2025-03-02,Paid Video,60,0,0,6,0,0
2025-03-02,Referral,237,490.24,3,159,9.99,8.04
2025-03-02,SMS,19221,39101.36,288,10474,2122.39,2420.37
2025-03-02,Unassigned,1715,2639.99,24,267,207.19,188.56
2025-03-03,Affiliates,5199,31277.23,210,2760,2049.31,2008.43
2025-03-03,Direct,42678,80939.98,599,28506,6394.74,6040.07
2025-03-03,Display,533,0,0,68,0,0
2025-03-03,Email,19059,38669.81,274,12225,2059,2479.52
2025-03-03,Mobile Push Notifications,4691,12756.08,91,4203,770.39,898.99
2025-03-03,Organic Search,18490,20917.73,156,12840,1854.98,1484.12
2025-03-03,Organic Shopping,436,1280.51,11,277,128.95,101.71
2025-03-03,Organic Social,2509,4157.23,27,1383,208.87,288.45
2025-03-03,Organic Video,7,0,0,5,0,0
2025-03-03,Paid Other,55,0,0,38,0,0
2025-03-03,Paid Search,52479,95363.52,767,34619,8266.19,6228.07
2025-03-03,Paid Social,41581,22502.4,163,16259,1231.49,1392.72
2025-03-03,Paid Video,95,0,0,14,0,0
2025-03-03,Referral,260,148.28,2,162,29.75,22.59
2025-03-03,SMS,17915,38503.84,253,9595,1929.72,2473.65
2025-03-03,Unassigned,1575,3555.73,24,254,247.9,187.76
2025-03-04,Affiliates,5021,34577.29,226,2728,2512.04,2282.3
2025-03-04,Direct,40927,81385.24,617,27643,6800.45,5581.05
2025-03-04,Display,1180,0,0,108,0,0
2025-03-04,Email,18911,38190.49,269,11598,2158.39,2372.08
2025-03-04,Mobile Push Notifications,5486,13598.98,103,4772,861.36,853.59
2025-03-04,Organic Search,18388,19281.66,132,12795,1453.55,1392.62
2025-03-04,Organic Shopping,430,964.76,9,271,90.94,74.9
2025-03-04,Organic Social,2441,2355.61,14,1325,39.96,101.26
2025-03-04,Organic Video,40,0,0,3,0,0
2025-03-04,Paid Other,71,225.09,2,47,9.99,5.13
2025-03-04,Paid Search,45198,102470.78,824,30425,8414.89,6654.7
2025-03-04,Paid Social,29286,20497.93,136,11910,1073.33,1214.44
2025-03-04,Paid Video,98,0,0,12,0,0
2025-03-04,Referral,374,624.76,3,182,0,10.87
2025-03-04,SMS,14428,33150.75,224,7649,1672.8,2057.8
2025-03-04,Unassigned,1587,4102.86,27,252,254.13,298.15
2025-03-05,Affiliates,5425,42336.98,273,2924,2750.59,2750.07
2025-03-05,Direct,43045,106143.86,781,29016,7646.83,6997.41
2025-03-05,Display,1363,87.88,1,89,9.99,7.89
2025-03-05,Email,17135,47344.71,317,10400,2387.07,3108.49
2025-03-05,Mobile Push Notifications,6788,21830.5,161,5974,1363.96,1325.28
2025-03-05,Organic Search,18153,27979.6,176,12910,1654.41,1575.54
2025-03-05,Organic Shopping,474,695.57,7,301,59.94,54.24
2025-03-05,Organic Social,2455,3362.07,25,1398,142.9,153.13
2025-03-05,Organic Video,705,0,0,8,0,0
2025-03-05,Paid Other,93,0,0,46,0,0
2025-03-05,Paid Search,48091,134901.58,1016,33015,10197.91,8682.16
2025-03-05,Paid Social,40179,32353.1,233,18013,1956.64,1955.12
2025-03-05,Paid Video,344,0,0,15,0,0
2025-03-05,Referral,635,579.45,3,197,49.56,73.62
2025-03-05,SMS,17270,49173.31,304,9520,2071.69,3195.8
2025-03-05,Unassigned,1513,3167.73,24,284,224.46,257.77
2025-03-06,Affiliates,5931,42446.06,282,3129,2467.54,2494.4
2025-03-06,Direct,43427,96906.34,716,28978,6633.71,6495.31
2025-03-06,Display,1329,0,0,75,0,0
2025-03-06,Email,16081,47297.81,301,9764,2077.55,3233.78
2025-03-06,Mobile Push Notifications,5715,19315,136,5025,1112.25,1240.66
2025-03-06,Organic Search,16736,26320.95,186,11944,2001.42,2043.11
2025-03-06,Organic Shopping,449,1266.07,11,285,133.94,62.5
2025-03-06,Organic Social,2413,3520.45,19,1522,122.92,106.34
2025-03-06,Organic Video,54,0,0,4,0,0
2025-03-06,Paid Other,82,79.99,1,40,43,7.69
2025-03-06,Paid Search,51771,140214.3,1094,34211,11204.06,9266.49
2025-03-06,Paid Shopping,1,0,0,0,0,0
2025-03-06,Paid Social,47942,36967.08,279,20266,2178.21,2141.88
2025-03-06,Paid Video,146,0,0,28,0,0
2025-03-06,Payment Redirects,3,0,0,2,0,0
2025-03-06,Referral,320,420,3,174,9.99,24.88
2025-03-06,SMS,15357,43156.04,281,7998,1849.7,2759.18
2025-03-06,Unassigned,1458,6531.6,38,244,450.85,443.42
2025-03-07,Affiliates,5733,35728.06,249,2831,1991.46,2189.15
2025-03-07,Direct,40789,103653.47,753,26411,6352.96,6859.31
2025-03-07,Display,824,226.48,1,66,0,9.06
2025-03-07,Email,14954,39619.39,262,8822,1651.64,2461.05
2025-03-07,Mobile Push Notifications,4473,16064.09,118,4048,817.29,1153.44
2025-03-07,Organic Search,16085,22374.79,150,11266,1458.54,1655.12
2025-03-07,Organic Shopping,443,911.61,6,282,29.97,36.4
2025-03-07,Organic Social,2061,1618.76,15,1265,115.92,88.3
2025-03-07,Organic Video,28,0,0,1,0,0
2025-03-07,Paid Other,92,0,0,46,0,0
2025-03-07,Paid Search,50208,120455.37,919,32926,8673.19,7369.92
2025-03-07,Paid Social,45568,34703.66,243,17873,1780.47,2096.01
2025-03-07,Paid Video,127,0,0,12,0,0
2025-03-07,Referral,261,1223.84,6,129,105.55,307.7
2025-03-07,SMS,13420,43447.79,281,7196,1961.43,2874.68
2025-03-07,Unassigned,1538,5110.22,33,264,242.81,333.49
2025-03-08,Affiliates,5626,37365.84,251,2819,1779.71,2339.27
2025-03-08,Direct,42586,90707.82,669,29084,5458.27,5943.78
2025-03-08,Display,516,0,0,35,0,0
2025-03-08,Email,13966,37261.57,237,8370,1505.25,2399.37
2025-03-08,Mobile Push Notifications,5344,17370.67,128,4753,1185.17,1226.93
2025-03-08,Organic Search,17661,22179.69,158,12365,1541.75,1581.14
2025-03-08,Organic Shopping,456,2139.2,17,279,175.87,166.45
2025-03-08,Organic Social,2154,3010.93,18,1309,79.93,120.1
2025-03-08,Organic Video,9,0,0,1,0,0
2025-03-08,Paid Other,109,0,0,55,0,0
2025-03-08,Paid Search,58691,118413.56,969,39251,8827.57,7456.92
2025-03-08,Paid Social,46848,35700.39,262,20217,1898.44,2171.32
2025-03-08,Paid Video,111,0,0,7,0,0
2025-03-08,Payment Redirects,2,0,0,2,0,0
2025-03-08,Referral,229,350.3,2,110,0,0
2025-03-08,SMS,15181,41043.46,261,7848,1692.62,2678.31
2025-03-08,Unassigned,1511,5562.23,32,311,210.82,329.32
2025-03-09,Affiliates,5386,40689.77,270,2949,2153.95,2524.35
2025-03-09,Direct,45182,91294.62,697,30891,6190.9,5786.13
2025-03-09,Display,715,143.04,1,32,31,5.72
2025-03-09,Email,14995,45604.54,253,9022,1606.92,2961.74
2025-03-09,Mobile Push Notifications,4609,15391.54,98,4217,812.5,1047.61
2025-03-09,Organic Search,18660,24705.12,164,13324,1602.41,1602.98
2025-03-09,Organic Shopping,479,1031.84,7,299,60.97,38.18
2025-03-09,Organic Social,2400,2649.06,18,1430,66.4,120.44
2025-03-09,Organic Video,89,0,0,1,0,0
2025-03-09,Paid Other,87,0,0,52,0,0
2025-03-09,Paid Search,59639,125089.02,992,39724,9281.62,8305.38
2025-03-09,Paid Social,48527,38893.04,257,20685,1827.61,2372.4
2025-03-09,Paid Video,135,0,0,11,0,0
2025-03-09,Referral,274,452.46,3,145,52.88,0
2025-03-09,SMS,12264,35627.99,221,6895,1346.98,2340.29
2025-03-09,Unassigned,1494,3120.72,18,264,82.55,167.91
2025-03-10,Affiliates,5111,50174.41,305,2797,2382.82,3049.79
2025-03-10,Direct,46594,109079.07,806,31297,7603.5,7307.24
2025-03-10,Display,500,0,0,34,0,0
2025-03-10,Email,14058,54655.56,310,8421,2289.3,3654.83
2025-03-10,Mobile Push Notifications,6697,22716.65,143,5836,1237.18,1516.41
2025-03-10,Organic Search,18110,23809.43,169,12969,1689.76,1575.54
2025-03-10,Organic Shopping,477,621.76,7,283,59.94,39.05
2025-03-10,Organic Social,2220,2571.29,17,1345,120.91,174
2025-03-10,Organic Video,40,0,0,1,0,0
2025-03-10,Paid Other,90,0,0,50,0,0
2025-03-10,Paid Search,51600,146378.08,1101,35304,10181.4,9777.93
2025-03-10,Paid Social,44822,34990.82,245,19629,1773.99,2170.41
2025-03-10,Paid Video,94,0,0,14,0,0
2025-03-10,Payment Redirects,1,0,0,1,0,0
2025-03-10,Referral,294,594.49,4,172,9.99,24.74
2025-03-10,SMS,13521,47171.88,307,7474,2345.49,3014.58
2025-03-10,Unassigned,1715,5990.09,35,242,279.83,390.71
2025-03-11,Affiliates,5291,37970.08,255,2714,2125.7,2248.29
2025-03-11,Direct,40728,95802.79,679,27692,6617.67,6383.56
2025-03-11,Display,1047,0,0,49,0,0
2025-03-11,Email,13774,36249.25,230,8674,1664.71,2537.63
2025-03-11,Mobile Push Notifications,5962,15623.02,111,5102,1065.3,1130.51
2025-03-11,Organic Search,17091,27009.99,170,11875,1795.18,1651.54
2025-03-11,Organic Shopping,476,919.03,9,287,115.92,76.39
2025-03-11,Organic Social,1995,3823.01,24,1167,180.86,149.66
2025-03-11,Organic Video,1184,0,0,3,0,0
2025-03-11,Paid Other,77,0,0,40,0,0
2025-03-11,Paid Search,51000,110370.34,882,34437,8362.08,6998
2025-03-11,Paid Social,43296,29962.49,207,17877,1453.87,1739.5
2025-03-11,Paid Video,341,0,0,14,0,0
2025-03-11,Referral,346,29.4,1,181,9.99,0
2025-03-11,SMS,14297,41060.69,266,8126,2046.55,2520.87
2025-03-11,Unassigned,1855,5848.85,35,271,269.84,497.67
2025-03-12,Affiliates,5613,41225.77,278,2980,2518.6,2590.35
2025-03-12,Direct,41376,116174.92,831,28178,7677.06,7911.44
2025-03-12,Display,1271,478.14,2,60,9.99,29.68
