date,channel,quantity
2024-11-23,Mobile Push Notifications,289
2024-11-23,Organic Search,475
2024-11-23,Organic Shopping,23
2024-11-23,Organic Social,47
2024-11-23,Paid Search,2482
2024-11-23,Paid Social,604
2024-11-23,Referral,15
2024-11-23,SMS,804
2024-11-23,Unassigned,155
2024-11-24,Affiliates,1050
2024-11-24,Direct,2472
2024-11-24,Display,6
2024-11-24,Email,1214
2024-11-24,Mobile Push Notifications,373
2024-11-24,Organic Search,515
2024-11-24,Organic Shopping,24
2024-11-24,Organic Social,55
2024-11-24,Paid Search,2669
2024-11-24,Paid Social,781
2024-11-24,Referral,24
2024-11-24,SMS,846
2024-11-24,Unassigned,257
2024-11-25,Affiliates,1080
2024-11-25,Direct,2974
2024-11-25,Email,1204
2024-11-25,Mobile Push Notifications,463
2024-11-25,Organic Search,692
2024-11-25,Organic Shopping,14
2024-11-25,Organic Social,47
2024-11-25,Paid Search,3133
2024-11-25,Paid Social,705
2024-11-25,Referral,18
2024-11-25,SMS,1045
2024-11-25,Unassigned,208
2024-11-26,Affiliates,1426
2024-11-26,Direct,3429
2024-11-26,Display,13
2024-11-26,Email,1700
2024-11-26,Mobile Push Notifications,478
2024-11-26,Organic Search,785
2024-11-26,Organic Shopping,18
2024-11-26,Organic Social,86
2024-11-26,Paid Other,3
2024-11-26,Paid Search,3262
2024-11-26,Paid Social,878
2024-11-26,Referral,28
2024-11-26,SMS,1393
2024-11-26,Unassigned,270
2024-11-27,Affiliates,1509
2024-11-27,Direct,3966
2024-11-27,Display,1
2024-11-27,Email,1784
2024-11-27,Mobile Push Notifications,471
2024-11-27,Organic Search,824
2024-11-27,Organic Shopping,57
2024-11-27,Organic Social,80
2024-11-27,Paid Search,4116
2024-11-27,Paid Social,945
2024-11-27,Referral,24
2024-11-27,SMS,1851
2024-11-27,Unassigned,366
2024-11-28,Affiliates,2735
2024-11-28,Direct,7697
2024-11-28,Display,2
2024-11-28,Email,3670
2024-11-28,Mobile Push Notifications,860
2024-11-28,Organic Search,1671
2024-11-28,Organic Shopping,54
2024-11-28,Organic Social,98
2024-11-28,Paid Other,2
2024-11-28,Paid Search,7903
2024-11-28,Paid Social,1742
2024-11-28,Referral,38
2024-11-28,SMS,2896
2024-11-28,Unassigned,554
2024-11-29,Affiliates,6998
2024-11-29,Direct,18962
2024-11-29,Display,22
2024-11-29,Email,8712
2024-11-29,Mobile Push Notifications,2427
2024-11-29,Organic Search,4064
2024-11-29,Organic Shopping,92
2024-11-29,Organic Social,239
2024-11-29,Paid Search,21616
2024-11-29,Paid Social,2550
2024-11-29,Referral,156
2024-11-29,SMS,8577
2024-11-29,Unassigned,1290
2024-11-30,Affiliates,3271
2024-11-30,Direct,6997
2024-11-30,Display,3
2024-11-30,Email,3892
2024-11-30,Mobile Push Notifications,808
2024-11-30,Organic Search,1474
2024-11-30,Organic Shopping,56
2024-11-30,Organic Social,176
2024-11-30,Paid Search,9101
2024-11-30,Paid Social,1925
2024-11-30,Referral,33
2024-11-30,SMS,3339
2024-11-30,Unassigned,982
2024-12-01,Affiliates,3228
2024-12-01,Direct,8169
2024-12-01,Display,5
2024-12-01,Email,3851
2024-12-01,Mobile Push Notifications,958
2024-12-01,Organic Search,1662
2024-12-01,Organic Shopping,56
2024-12-01,Organic Social,137
2024-12-01,Paid Search,9718
2024-12-01,Paid Social,2240
2024-12-01,Referral,21
2024-12-01,SMS,3906
2024-12-01,Unassigned,721
2024-12-02,Affiliates,5399
2024-12-02,Direct,14272
2024-12-02,Display,7
2024-12-02,Email,6422
2024-12-02,Mobile Push Notifications,2009
2024-12-02,Organic Search,2978
2024-12-02,Organic Shopping,106
2024-12-02,Organic Social,271
2024-12-02,Paid Search,16837
2024-12-02,Paid Social,2761
2024-12-02,Referral,74
2024-12-02,SMS,7010
2024-12-02,Unassigned,922
2024-12-03,Affiliates,4671
2024-12-03,Direct,10759
2024-12-03,Display,14
2024-12-03,Email,5890
2024-12-03,Mobile Push Notifications,1674
2024-12-03,Organic Search,2189
2024-12-03,Organic Shopping,71
2024-12-03,Organic Social,283
2024-12-03,Paid Search,12064
2024-12-03,Paid Social,3245
2024-12-03,Referral,38
2024-12-03,SMS,6648
2024-12-03,Unassigned,1137
2024-12-04,Affiliates,2810
2024-12-04,Direct,6509
2024-12-04,Display,2
2024-12-04,Email,3898
2024-12-04,Mobile Push Notifications,1027
2024-12-04,Organic Search,1240
2024-12-04,Organic Shopping,59
2024-12-04,Organic Social,157
2024-12-04,Paid Other,3
2024-12-04,Paid Search,7855
2024-12-04,Paid Social,2495
2024-12-04,Referral,29
2024-12-04,SMS,3844
2024-12-04,Unassigned,742
2024-12-05,Affiliates,4004
2024-12-05,Direct,7961
2024-12-05,Display,11
2024-12-05,Email,4440
2024-12-05,Mobile Push Notifications,1063
2024-12-05,Organic Search,1693
2024-12-05,Organic Shopping,67
2024-12-05,Organic Social,197
2024-12-05,Paid Search,9813
2024-12-05,Paid Social,2638
2024-12-05,Referral,45
2024-12-05,SMS,4187
2024-12-05,Unassigned,734
2024-12-06,Affiliates,2765
2024-12-06,Direct,5959
2024-12-06,Display,24
2024-12-06,Email,2901
2024-12-06,Mobile Push Notifications,1011
2024-12-06,Organic Search,1220
2024-12-06,Organic Shopping,54
2024-12-06,Organic Social,195
2024-12-06,Paid Search,7516
2024-12-06,Paid Social,1757
2024-12-06,Referral,31
2024-12-06,SMS,3321
2024-12-06,Unassigned,651
2024-12-07,Affiliates,2479
2024-12-07,Direct,5085
2024-12-07,Display,10
2024-12-07,Email,3309
2024-12-07,Mobile Push Notifications,821
2024-12-07,Organic Search,1133
2024-12-07,Organic Shopping,35
2024-12-07,Organic Social,154
2024-12-07,Paid Search,6898
2024-12-07,Paid Social,1335
2024-12-07,Referral,24
2024-12-07,SMS,2957
2024-12-07,Unassigned,435
2024-12-08,Affiliates,2787
2024-12-08,Direct,5514
2024-12-08,Display,2
2024-12-08,Email,3644
2024-12-08,Mobile Push Notifications,790
2024-12-08,Organic Search,1131
2024-12-08,Organic Shopping,41
2024-12-08,Organic Social,92
2024-12-08,Paid Search,7584
2024-12-08,Paid Social,1460
2024-12-08,Referral,45
2024-12-08,SMS,3858
2024-12-08,Unassigned,547
2024-12-09,Affiliates,2452
2024-12-09,Direct,5221
2024-12-09,Display,3
2024-12-09,Email,3327
2024-12-09,Mobile Push Notifications,822
2024-12-09,Organic Search,1189
2024-12-09,Organic Shopping,50
2024-12-09,Organic Social,157
2024-12-09,Paid Search,7290
2024-12-09,Paid Social,1492
2024-12-09,Referral,16
2024-12-09,SMS,3195
2024-12-09,Unassigned,373
2024-12-10,Affiliates,2176
2024-12-10,Direct,4744
2024-12-10,Display,4
2024-12-10,Email,2621
2024-12-10,Mobile Push Notifications,763
2024-12-10,Organic Search,1223
2024-12-10,Organic Shopping,50
2024-12-10,Organic Social,98
2024-12-10,Paid Other,4
2024-12-10,Paid Search,5795
2024-12-10,Paid Social,1240
2024-12-10,Referral,21
2024-12-10,SMS,2754
2024-12-10,Unassigned,348
2024-12-11,Affiliates,2494
2024-12-11,Direct,5175
2024-12-11,Display,3
2024-12-11,Email,3115
2024-12-11,Mobile Push Notifications,817
2024-12-11,Organic Search,1153
2024-12-11,Organic Shopping,36
2024-12-11,Organic Social,68
2024-12-11,Paid Other,2
2024-12-11,Paid Search,6857
2024-12-11,Paid Social,1164
2024-12-11,Referral,37
2024-12-11,SMS,3378
2024-12-11,Unassigned,386
2024-12-12,Affiliates,2853
2024-12-12,Direct,5715
2024-12-12,Display,3
2024-12-12,Email,2915
2024-12-12,Mobile Push Notifications,869
2024-12-12,Organic Search,1383
2024-12-12,Organic Shopping,26
2024-12-12,Organic Social,107
2024-12-12,Paid Other,2
2024-12-12,Paid Search,7390
2024-12-12,Paid Social,1103
2024-12-12,Payment Redirects,2
2024-12-12,Referral,38
2024-12-12,SMS,2873
2024-12-12,Unassigned,441
2024-12-13,Affiliates,3121
2024-12-13,Direct,6131
2024-12-13,Display,12
2024-12-13,Email,3455
2024-12-13,Mobile Push Notifications,922
2024-12-13,Organic Search,1356
2024-12-13,Organic Shopping,52
2024-12-13,Organic Social,150
2024-12-13,Paid Other,12
2024-12-13,Paid Search,7739
2024-12-13,Paid Social,1220
2024-12-13,Referral,32
2024-12-13,SMS,3595
2024-12-13,Unassigned,590
2024-12-14,Affiliates,2591
2024-12-14,Direct,5633
2024-12-14,Email,2965
2024-12-14,Mobile Push Notifications,915
2024-12-14,Organic Search,1388
2024-12-14,Organic Shopping,56
2024-12-14,Organic Social,116
2024-12-14,Paid Search,6614
2024-12-14,Paid Social,1056
2024-12-14,Referral,34
2024-12-14,SMS,2897
2024-12-14,Unassigned,413
2024-12-15,Affiliates,2227
2024-12-15,Direct,4828
2024-12-15,Display,6
2024-12-15,Email,2270
2024-12-15,Mobile Push Notifications,648
2024-12-15,Organic Search,1170
2024-12-15,Organic Shopping,39
2024-12-15,Organic Social,88
2024-12-15,Paid Search,6309
2024-12-15,Paid Social,951
2024-12-15,Referral,32
2024-12-15,SMS,2607
2024-12-15,Unassigned,347
2024-12-16,Affiliates,2219
2024-12-16,Direct,4445
2024-12-16,Email,2476
2024-12-16,Mobile Push Notifications,540
2024-12-16,Organic Search,1224
2024-12-16,Organic Shopping,40
2024-12-16,Organic Social,73
2024-12-16,Paid Other,15
2024-12-16,Paid Search,5661
2024-12-16,Paid Social,737
2024-12-16,Referral,27
2024-12-16,SMS,2360
2024-12-16,Unassigned,375
2024-12-17,Affiliates,2612
2024-12-17,Direct,5117
2024-12-17,Display,16
2024-12-17,Email,2998
2024-12-17,Mobile Push Notifications,630
2024-12-17,Organic Search,1390
2024-12-17,Organic Shopping,49
2024-12-17,Organic Social,109
2024-12-17,Paid Other,3
2024-12-17,Paid Search,5805
2024-12-17,Paid Social,672
2024-12-17,Referral,24
2024-12-17,SMS,2559
2024-12-17,Unassigned,452
2024-12-18,Affiliates,1952
2024-12-18,Direct,3619
2024-12-18,Display,2
2024-12-18,Email,1897
2024-12-18,Mobile Push Notifications,611
2024-12-18,Organic Search,1083
2024-12-18,Organic Shopping,37
2024-12-18,Organic Social,50
2024-12-18,Paid Search,4572
2024-12-18,Paid Social,513
2024-12-18,Referral,25
2024-12-18,SMS,1558
2024-12-18,Unassigned,334
2024-12-19,Affiliates,2120
2024-12-19,Direct,3712
2024-12-19,Display,16
2024-12-19,Email,1740
2024-12-19,Mobile Push Notifications,598
2024-12-19,Organic Search,1023
2024-12-19,Organic Shopping,48
2024-12-19,Organic Social,79
2024-12-19,Paid Search,4353
2024-12-19,Paid Social,545
2024-12-19,Referral,27
2024-12-19,SMS,1787
2024-12-19,Unassigned,345
2024-12-20,Affiliates,1379
2024-12-20,Direct,2759
2024-12-20,Display,8
2024-12-20,Email,1131
2024-12-20,Mobile Push Notifications,410
2024-12-20,Organic Search,658
2024-12-20,Organic Shopping,24
2024-12-20,Organic Social,37
2024-12-20,Paid Search,3303
2024-12-20,Paid Social,472
2024-12-20,Referral,30
2024-12-20,SMS,1481
2024-12-20,Unassigned,220
2024-12-21,Affiliates,987
2024-12-21,Direct,1933
2024-12-21,Email,956
2024-12-21,Mobile Push Notifications,263
2024-12-21,Organic Search,494
2024-12-21,Organic Shopping,19
2024-12-21,Organic Social,35
2024-12-21,Paid Search,2465
2024-12-21,Paid Social,429
2024-12-21,Referral,11
2024-12-21,SMS,875
2024-12-21,Unassigned,230
2024-12-22,Affiliates,803
2024-12-22,Direct,1629
2024-12-22,Display,2
2024-12-22,Email,748
2024-12-22,Mobile Push Notifications,246
2024-12-22,Organic Search,451
2024-12-22,Organic Shopping,13
2024-12-22,Organic Social,17
2024-12-22,Paid Search,1886
2024-12-22,Paid Social,260
2024-12-22,Referral,11
2024-12-22,SMS,684
2024-12-22,Unassigned,122
2024-12-23,Affiliates,529
2024-12-23,Direct,1393
2024-12-23,Display,6
2024-12-23,Email,647
2024-12-23,Mobile Push Notifications,222
2024-12-23,Organic Search,336
2024-12-23,Organic Shopping,9
2024-12-23,Organic Social,23
2024-12-23,Paid Search,1481
2024-12-23,Paid Social,197
2024-12-23,Referral,23
2024-12-23,SMS,587
2024-12-23,Unassigned,125
2024-12-24,Affiliates,586
2024-12-24,Direct,1544
2024-12-24,Display,2
2024-12-24,Email,661
2024-12-24,Mobile Push Notifications,228
2024-12-24,Organic Search,369
2024-12-24,Organic Shopping,9
2024-12-24,Organic Social,39
2024-12-24,Paid Search,1588
2024-12-24,Paid Social,233
2024-12-24,Referral,9
2024-12-24,SMS,641
2024-12-24,Unassigned,148
2024-12-25,Affiliates,796
2024-12-25,Direct,2564
2024-12-25,Email,971
2024-12-25,Mobile Push Notifications,353
2024-12-25,Organic Search,530
2024-12-25,Organic Shopping,31
2024-12-25,Organic Social,37
2024-12-25,Paid Other,4
2024-12-25,Paid Search,2710
2024-12-25,Paid Social,335
2024-12-25,Referral,12
2024-12-25,SMS,964
2024-12-25,Unassigned,162
2024-12-26,Affiliates,1198
2024-12-26,Direct,4231
2024-12-26,Email,1972
2024-12-26,Mobile Push Notifications,836
2024-12-26,Organic Search,835
2024-12-26,Organic Shopping,28
2024-12-26,Organic Social,71
2024-12-26,Paid Search,3586
2024-12-26,Paid Social,752
2024-12-26,Referral,22
2024-12-26,SMS,1617
2024-12-26,Unassigned,252
2024-12-27,Affiliates,1132
2024-12-27,Direct,3337
2024-12-27,Email,1839
2024-12-27,Mobile Push Notifications,748
2024-12-27,Organic Search,588
2024-12-27,Organic Shopping,26
2024-12-27,Organic Social,50
2024-12-27,Paid Other,6
2024-12-27,Paid Search,3063
2024-12-27,Paid Social,778
2024-12-27,Referral,18
2024-12-27,SMS,1070
2024-12-27,Unassigned,330
2024-12-28,Affiliates,890
2024-12-28,Direct,2475
2024-12-28,Display,4
2024-12-28,Email,1399
2024-12-28,Mobile Push Notifications,626
2024-12-28,Organic Search,486
2024-12-28,Organic Shopping,31
2024-12-28,Organic Social,64
2024-12-28,Paid Search,2321
2024-12-28,Paid Social,622
2024-12-28,Referral,14
2024-12-28,SMS,1108
2024-12-28,Unassigned,263
2024-12-29,Affiliates,907
2024-12-29,Direct,1944
2024-12-29,Display,2
2024-12-29,Email,1176
2024-12-29,Mobile Push Notifications,374
2024-12-29,Organic Search,346
2024-12-29,Organic Shopping,18
2024-12-29,Organic Social,55
2024-12-29,Paid Other,3
2024-12-29,Paid Search,2127
2024-12-29,Paid Social,730
2024-12-29,Referral,9
2024-12-29,SMS,1051
2024-12-29,Unassigned,231
2024-12-30,Affiliates,697
2024-12-30,Direct,1855
2024-12-30,Display,2
2024-12-30,Email,1188
2024-12-30,Mobile Push Notifications,366
2024-12-30,Organic Search,432
2024-12-30,Organic Shopping,26
2024-12-30,Organic Social,64
2024-12-30,Paid Other,3
2024-12-30,Paid Search,2096
2024-12-30,Paid Social,632
2024-12-30,Referral,14
2024-12-30,SMS,900
2024-12-30,Unassigned,199
2024-12-31,Affiliates,652
2024-12-31,Direct,1813
2024-12-31,Display,4
2024-12-31,Email,1419
2024-12-31,Mobile Push Notifications,414
2024-12-31,Organic Search,477
2024-12-31,Organic Shopping,11
2024-12-31,Organic Social,44
2024-12-31,Paid Other,4
2024-12-31,Paid Search,1749
2024-12-31,Paid Social,607
2024-12-31,Referral,16
2024-12-31,SMS,979
2024-12-31,Unassigned,206
2025-01-01,Affiliates,1387
2025-01-01,Direct,2645
2025-01-01,Display,11
2025-01-01,Email,2547
2025-01-01,Mobile Push Notifications,734
2025-01-01,Organic Search,535
2025-01-01,Organic Shopping,19
2025-01-01,Organic Social,66
2025-01-01,Paid Other,5
2025-01-01,Paid Search,2968
2025-01-01,Paid Social,949
2025-01-01,Referral,18
2025-01-01,SMS,1792
2025-01-01,Unassigned,241
2025-01-02,Affiliates,792
2025-01-02,Direct,1884
2025-01-02,Display,1
2025-01-02,Email,1108
2025-01-02,Mobile Push Notifications,395
2025-01-02,Organic Search,406
2025-01-02,Organic Shopping,14
2025-01-02,Organic Social,29
2025-01-02,Paid Search,1990
2025-01-02,Paid Social,794
2025-01-02,Referral,10
2025-01-02,SMS,820
2025-01-02,Unassigned,154
2025-01-03,Affiliates,1086
2025-01-03,Direct,2233
2025-01-03,Display,6
2025-01-03,Email,1590
2025-01-03,Mobile Push Notifications,399
2025-01-03,Organic Search,462
2025-01-03,Organic Shopping,36
2025-01-03,Organic Social,38
2025-01-03,Paid Other,7
2025-01-03,Paid Search,2349
2025-01-03,Paid Social,562
2025-01-03,Paid Video,1
2025-01-03,Referral,12
2025-01-03,SMS,1056
2025-01-03,Unassigned,133
2025-01-04,Affiliates,811
2025-01-04,Direct,1644
2025-01-04,Display,1
2025-01-04,Email,1592
2025-01-04,Mobile Push Notifications,341
2025-01-04,Organic Search,407
2025-01-04,Organic Shopping,8
2025-01-04,Organic Social,38
2025-01-04,Paid Search,1941
2025-01-04,Paid Social,609
2025-01-04,Referral,10
2025-01-04,SMS,1017
2025-01-04,Unassigned,188
2025-01-05,Affiliates,755
2025-01-05,Direct,1733
2025-01-05,Display,2
2025-01-05,Email,1187
2025-01-05,Mobile Push Notifications,306
2025-01-05,Organic Search,314
2025-01-05,Organic Shopping,10
2025-01-05,Organic Social,31
2025-01-05,Paid Search,2297
2025-01-05,Paid Social,513
2025-01-05,Paid Video,6
2025-01-05,Referral,13
2025-01-05,SMS,921
2025-01-05,Unassigned,151
2025-01-06,Affiliates,732
2025-01-06,Direct,1253
2025-01-06,Display,3
2025-01-06,Email,994
2025-01-06,Mobile Push Notifications,276
2025-01-06,Organic Search,367
2025-01-06,Organic Shopping,17
2025-01-06,Organic Social,49
2025-01-06,Paid Other,19
2025-01-06,Paid Search,1553
2025-01-06,Paid Social,514
2025-01-06,Referral,4
2025-01-06,SMS,882
2025-01-06,Unassigned,154
2025-01-07,Affiliates,563
2025-01-07,Direct,1621
2025-01-07,Email,1032
2025-01-07,Mobile Push Notifications,256
2025-01-07,Organic Search,405
2025-01-07,Organic Shopping,15
2025-01-07,Organic Social,47
2025-01-07,Paid Other,4
2025-01-07,Paid Search,1490
2025-01-07,Paid Social,446
2025-01-07,Referral,14
2025-01-07,SMS,841
2025-01-07,Unassigned,98
2025-01-08,Affiliates,780
2025-01-08,Direct,1647
2025-01-08,Display,2
2025-01-08,Email,1004
2025-01-08,Mobile Push Notifications,267
2025-01-08,Organic Search,305
2025-01-08,Organic Shopping,21
2025-01-08,Organic Social,41
2025-01-08,Paid Search,1649
2025-01-08,Paid Social,517
2025-01-08,Referral,29
2025-01-08,SMS,709
2025-01-08,Unassigned,98
2025-01-09,Affiliates,1002
2025-01-09,Direct,2412
2025-01-09,Email,1595
2025-01-09,Mobile Push Notifications,581
2025-01-09,Organic Search,490
2025-01-09,Organic Shopping,25
2025-01-09,Organic Social,104
2025-01-09,Paid Search,2861
2025-01-09,Paid Social,782
2025-01-09,Referral,16
2025-01-09,SMS,1182
2025-01-09,Unassigned,207
2025-01-10,Affiliates,1707
2025-01-10,Direct,3420
2025-01-10,Display,15
2025-01-10,Email,2748
2025-01-10,Mobile Push Notifications,905
2025-01-10,Organic Search,795
2025-01-10,Organic Shopping,21
2025-01-10,Organic Social,140
2025-01-10,Paid Other,6
2025-01-10,Paid Search,3525
2025-01-10,Paid Social,1267
2025-01-10,Referral,88
2025-01-10,SMS,2327
2025-01-10,Unassigned,271
2025-01-11,Affiliates,942
2025-01-11,Direct,2040
2025-01-11,Display,4
2025-01-11,Email,1292
2025-01-11,Mobile Push Notifications,438
2025-01-11,Organic Search,429
2025-01-11,Organic Shopping,31
2025-01-11,Organic Social,60
2025-01-11,Paid Search,2370
2025-01-11,Paid Social,828
2025-01-11,Referral,10
2025-01-11,SMS,1092
2025-01-11,Unassigned,202
2025-01-12,Affiliates,907
2025-01-12,Direct,1908
2025-01-12,Email,1402
2025-01-12,Mobile Push Notifications,372
2025-01-12,Organic Search,408
2025-01-12,Organic Shopping,19
2025-01-12,Organic Social,22
2025-01-12,Paid Search,2273
2025-01-12,Paid Social,892
2025-01-12,Referral,23
2025-01-12,SMS,1260
2025-01-12,Unassigned,205
2025-01-13,Affiliates,876
2025-01-13,Direct,1648
2025-01-13,Email,1215
2025-01-13,Mobile Push Notifications,259
2025-01-13,Organic Search,438
2025-01-13,Organic Shopping,9
2025-01-13,Organic Social,98
2025-01-13,Paid Other,10
2025-01-13,Paid Search,1737
2025-01-13,Paid Social,695
2025-01-13,Referral,11
2025-01-13,SMS,977
2025-01-13,Unassigned,137
2025-01-14,Affiliates,754
2025-01-14,Direct,1815
2025-01-14,Display,4
2025-01-14,Email,1203
2025-01-14,Mobile Push Notifications,347
2025-01-14,Organic Search,450
2025-01-14,Organic Shopping,4
2025-01-14,Organic Social,82
2025-01-14,Paid Search,1839
2025-01-14,Paid Social,669
2025-01-14,Referral,6
2025-01-14,SMS,1175
2025-01-14,Unassigned,172
2025-01-15,Affiliates,847
2025-01-15,Direct,1938
2025-01-15,Display,9
2025-01-15,Email,1180
2025-01-15,Mobile Push Notifications,349
2025-01-15,Organic Search,395
2025-01-15,Organic Shopping,20
2025-01-15,Organic Social,34
2025-01-15,Paid Other,9
2025-01-15,Paid Search,2238
2025-01-15,Paid Social,890
2025-01-15,Referral,23
2025-01-15,SMS,1086
2025-01-15,Unassigned,146
2025-01-16,Affiliates,858
2025-01-16,Direct,1924
2025-01-16,Display,6
2025-01-16,Email,1474
2025-01-16,Mobile Push Notifications,456
2025-01-16,Organic Search,416
2025-01-16,Organic Shopping,21
2025-01-16,Organic Social,70
2025-01-16,Paid Other,3
2025-01-16,Paid Search,2316
2025-01-16,Paid Social,846
2025-01-16,Paid Video,3
2025-01-16,Referral,1
2025-01-16,SMS,1026
2025-01-16,Unassigned,128
2025-01-17,Affiliates,1166
2025-01-17,Direct,2596
2025-01-17,Display,3
2025-01-17,Email,1872
2025-01-17,Mobile Push Notifications,613
2025-01-17,Organic Search,590
2025-01-17,Organic Shopping,10
2025-01-17,Organic Social,51
2025-01-17,Paid Search,2798
2025-01-17,Paid Social,1056
2025-01-17,Referral,7
2025-01-17,SMS,1611
2025-01-17,Unassigned,216
2025-01-18,Affiliates,1148
2025-01-18,Direct,2757
2025-01-18,Display,1
2025-01-18,Email,2241
2025-01-18,Mobile Push Notifications,593
2025-01-18,Organic Search,537
2025-01-18,Organic Shopping,31
2025-01-18,Organic Social,84
2025-01-18,Paid Other,7
2025-01-18,Paid Search,2879
2025-01-18,Paid Social,1031
2025-01-18,Referral,11
2025-01-18,SMS,2110
2025-01-18,Unassigned,327
2025-01-19,Affiliates,930
2025-01-19,Direct,2384
2025-01-19,Display,1
2025-01-19,Email,1541
2025-01-19,Mobile Push Notifications,567
2025-01-19,Organic Search,415
2025-01-19,Organic Shopping,13
2025-01-19,Organic Social,56
2025-01-19,Paid Search,2406
2025-01-19,Paid Social,987
2025-01-19,Referral,8
2025-01-19,SMS,1376
2025-01-19,Unassigned,167
2025-01-20,Affiliates,737
2025-01-20,Direct,1440
2025-01-20,Display,4
2025-01-20,Email,787
2025-01-20,Mobile Push Notifications,298
2025-01-20,Organic Search,315
2025-01-20,Organic Shopping,9
2025-01-20,Organic Social,31
2025-01-20,Paid Search,1691
2025-01-20,Paid Social,698
2025-01-20,Referral,14
2025-01-20,SMS,686
2025-01-20,Unassigned,165
2025-01-21,Affiliates,731
2025-01-21,Direct,1350
2025-01-21,Email,1120
2025-01-21,Mobile Push Notifications,264
2025-01-21,Organic Search,307
2025-01-21,Organic Shopping,26
2025-01-21,Organic Social,86
2025-01-21,Paid Other,2
2025-01-21,Paid Search,1608
2025-01-21,Paid Social,680
2025-01-21,Referral,5
2025-01-21,SMS,926
2025-01-21,Unassigned,110
2025-01-22,Affiliates,1017
2025-01-22,Direct,2433
2025-01-22,Display,2
2025-01-22,Email,2144
2025-01-22,Mobile Push Notifications,594
2025-01-22,Organic Search,450
2025-01-22,Organic Shopping,18
2025-01-22,Organic Social,69
2025-01-22,Paid Search,2268
2025-01-22,Paid Social,742
2025-01-22,Referral,41
2025-01-22,SMS,1057
2025-01-22,Unassigned,205
2025-01-23,Affiliates,616
2025-01-23,Direct,1273
2025-01-23,Email,720
2025-01-23,Mobile Push Notifications,238
2025-01-23,Organic Search,322
2025-01-23,Organic Shopping,16
2025-01-23,Organic Social,38
2025-01-23,Paid Search,1620
2025-01-23,Paid Social,494
2025-01-23,Referral,11
2025-01-23,SMS,456
2025-01-23,Unassigned,163
2025-01-24,Affiliates,1092
2025-01-24,Direct,2178
2025-01-24,Display,6
2025-01-24,Email,1630
2025-01-24,Mobile Push Notifications,445
2025-01-24,Organic Search,479
2025-01-24,Organic Shopping,11
2025-01-24,Organic Social,52
2025-01-24,Paid Search,2541
2025-01-24,Paid Social,816
2025-01-24,Referral,21
2025-01-24,SMS,1429
2025-01-24,Unassigned,130
2025-01-25,Affiliates,1299
2025-01-25,Direct,2652
2025-01-25,Display,4
2025-01-25,Email,2289
2025-01-25,Mobile Push Notifications,745
2025-01-25,Organic Search,541
2025-01-25,Organic Shopping,9
2025-01-25,Organic Social,65
2025-01-25,Paid Other,2
2025-01-25,Paid Search,3078
2025-01-25,Paid Social,1185
2025-01-25,Referral,33
2025-01-25,SMS,1657
2025-01-25,Unassigned,234
2025-01-26,Affiliates,907
2025-01-26,Direct,2008
2025-01-26,Email,1637
2025-01-26,Mobile Push Notifications,466
2025-01-26,Organic Search,472
2025-01-26,Organic Shopping,31
2025-01-26,Organic Social,82
2025-01-26,Paid Other,3
2025-01-26,Paid Search,2326
2025-01-26,Paid Social,961
2025-01-26,Referral,10
2025-01-26,SMS,1230
2025-01-26,Unassigned,255
2025-01-27,Affiliates,473
2025-01-27,Direct,1005
2025-01-27,Display,9
2025-01-27,Email,606
2025-01-27,Mobile Push Notifications,163
2025-01-27,Organic Search,248
2025-01-27,Organic Shopping,11
2025-01-27,Organic Social,11
2025-01-27,Paid Search,1120
2025-01-27,Paid Social,397
2025-01-27,Referral,5
2025-01-27,SMS,401
2025-01-27,Unassigned,75
2025-01-28,Affiliates,425
2025-01-28,Direct,1009
2025-01-28,Display,1
2025-01-28,Email,546
2025-01-28,Mobile Push Notifications,155
2025-01-28,Organic Search,234
2025-01-28,Organic Shopping,22
2025-01-28,Organic Social,32
2025-01-28,Paid Other,1
2025-01-28,Paid Search,1105
2025-01-28,Paid Social,255
2025-01-28,Referral,6
2025-01-28,SMS,419
2025-01-28,Unassigned,88
2025-01-29,Affiliates,654
2025-01-29,Direct,1536
2025-01-29,Display,2
2025-01-29,Email,933
2025-01-29,Mobile Push Notifications,233
2025-01-29,Organic Search,404
2025-01-29,Organic Shopping,18
2025-01-29,Organic Social,34
2025-01-29,Paid Search,1536
2025-01-29,Paid Social,428
2025-01-29,Paid Video,3
2025-01-29,Referral,26
2025-01-29,SMS,576
2025-01-29,Unassigned,124
2025-01-30,Affiliates,714
2025-01-30,Direct,1663
2025-01-30,Display,6
2025-01-30,Email,938
2025-01-30,Mobile Push Notifications,370
2025-01-30,Organic Search,342
2025-01-30,Organic Shopping,34
2025-01-30,Organic Social,51
2025-01-30,Paid Search,1960
2025-01-30,Paid Social,466
2025-01-30,Referral,11
2025-01-30,SMS,688
2025-01-30,Unassigned,104
2025-01-31,Affiliates,1024
2025-01-31,Direct,1769
2025-01-31,Display,1
2025-01-31,Email,1088
2025-01-31,Mobile Push Notifications,348
2025-01-31,Organic Search,402
2025-01-31,Organic Shopping,13
2025-01-31,Organic Social,40
2025-01-31,Paid Other,2
2025-01-31,Paid Search,2348
2025-01-31,Paid Social,544
2025-01-31,Referral,23
2025-01-31,SMS,858
2025-01-31,Unassigned,199
2025-02-01,Affiliates,459
2025-02-01,Direct,1118
2025-02-01,Display,3
2025-02-01,Email,466
2025-02-01,Mobile Push Notifications,200
