channel,sty_id,color_id,inventory_class,season_code,retail_delivery,original_price,first_receipt_date,last_receipt_date,first_sale_date,net_sales_units_ltd,net_sales_cost_ltd,net_sales_retail_ltd
004:ECOM FULL PRICE,208623,1700,FP,24F2,SEP: SEPTEMBER,59,7/29/2024,8/2/2024,2024-08-08,118,560.5,2513.45
004:ECOM FULL PRICE,208623,6833,FP,24F2,SEP: SEPTEMBER,59,7/29/2024,8/2/2024,2024-08-08,109,517.75,2564.55
004:ECOM FULL PRICE,208624,1001,FP,24F2,SEP: SEPTEMBER,59,7/27/2024,7/29/2024,2024-08-15,173,844.24,3387.6
004:ECOM FULL PRICE,208624,2018,FP,24F2,SEP: SEPTEMBER,59,7/27/2024,7/29/2024,2024-08-10,121,590.48,2346.54
004:ECOM FULL PRICE,208624,4903,FP,24F2,SEP: SEPTEMBER,59,7/27/2024,7/29/2024,2024-08-09,175,854,3636.51
004:ECOM FULL PRICE,208625,1001,FP,24F2,SEP: SEPTEMBER,59,7/31/2024,12/6/2024,2024-08-10,625,2187.5,17276.67
004:ECOM FULL PRICE,208625,1700,FP,24F2,SEP: SEPTEMBER,59,7/31/2024,8/5/2024,2024-08-09,125,437.5,3580.59
004:ECOM FULL PRICE,208625,2018,FP,24F2,SEP: SEPTEMBER,59,7/31/2024,12/5/2024,2024-08-09,551,1928.5,15547.78
004:ECOM FULL PRICE,208626,IQMG,FP,24F3,OCT: OCTOBER,159,9/13/2024,10/15/2024,2024-09-20,496,5952,37544.26
004:ECOM FULL PRICE,208626P,IQMG,FP,24F3,OCT: OCTOBER,159,9/4/2024,9/4/2024,2024-09-19,97,1246.45,7868.17
004:ECOM FULL PRICE,208627,IORM,FP,24F3,OCT: OCTOBER,179,8/28/2024,9/30/2024,2024-09-05,262,4978,18027.1
004:ECOM FULL PRICE,208628,6389,FP,24F1,AUG: AUGUST,249,7/30/2024,9/30/2024,2024-08-13,1495,49335,184052.11
004:ECOM FULL PRICE,208629,1001,FP,24F2,SEP: SEPTEMBER,169,8/24/2024,10/21/2024,2024-09-12,598,7026.5,45169.45
004:ECOM FULL PRICE,208629,6833,FP,24F2,SEP: SEPTEMBER,169,8/23/2024,10/21/2024,2024-09-13,563,6615.25,45031.36
004:ECOM FULL PRICE,208630,1001,FP,24F2,SEP: SEPTEMBER,149,8/23/2024,10/21/2024,2024-09-13,545,5967.75,37089.63
004:ECOM FULL PRICE,208630,6833,FP,24F2,SEP: SEPTEMBER,149,8/23/2024,10/21/2024,2024-09-13,419,4588.05,30272.53
004:ECOM FULL PRICE,208631,1001,FP,24F2,SEP: SEPTEMBER,269,7/22/2024,8/27/2024,2024-08-02,601,9315.5,72822.82
004:ECOM FULL PRICE,208631,6601,FP,24F2,SEP: SEPTEMBER,269,7/22/2024,8/27/2024,2024-08-06,501,7765.5,41740.71
004:ECOM FULL PRICE,208633C,1096,FP,24S3,APR: APRIL,239,10/25/2024,10/25/2024,2024-10-26,2305,28812.5,127096.78
004:ECOM FULL PRICE,208633C,4767,FP,24S3,NOV: NOVEMBER,199,4/3/2024,4/3/2024,2024-04-11,795,10653,67864.31
004:ECOM FULL PRICE,208633C,6444,FP,24S3,APR: APRIL,239,10/25/2024,10/29/2024,2024-10-28,1777,22212.5,87067.19
004:ECOM FULL PRICE,208634C,4262,FP,25S3,APR: APRIL,159,2/10/2025,2/11/2025,,,,
004:ECOM FULL PRICE,208635C,4262,FP,25S3,APR: APRIL,99,2/26/2025,2/27/2025,,,,
004:ECOM FULL PRICE,208635C,6911,FP,25S3,APR: APRIL,99,2/26/2025,2/26/2025,,,,
004:ECOM FULL PRICE,208636C,4903,FP,24F1,AUG: AUGUST,129,7/16/2024,2/1/2025,2024-07-24,3054,43358.32,220756.17
004:ECOM FULL PRICE,208636C,6000,FP,24F1,AUG: AUGUST,129,7/16/2024,2/1/2025,2024-07-24,3173,45412.22,218619.25
004:ECOM FULL PRICE,208637C,4903,FP,24F1,AUG: AUGUST,119,7/8/2024,1/22/2025,2024-07-19,2296,20549.2,148444.41
004:ECOM FULL PRICE,208637C,6000,FP,24F1,AUG: AUGUST,119,7/8/2024,1/22/2025,2024-07-18,2378,21283.1,148691.74
004:ECOM FULL PRICE,208638C,1254,FP,24FA,AUG: AUGUST,119,9/19/2024,10/3/2024,2024-09-25,1055,13187.5,58531.14
004:ECOM FULL PRICE,208638C,6706,FP,24FA,AUG: AUGUST,119,9/19/2024,9/20/2024,2024-09-25,1058,13225,57821.96
004:ECOM FULL PRICE,208639C,1254,FP,24FA,AUG: AUGUST,109,9/19/2024,9/20/2024,2024-09-25,896,9408,44807.52
004:ECOM FULL PRICE,208639C,6706,FP,24FA,AUG: AUGUST,109,9/19/2024,9/20/2024,2024-09-25,895,9397.5,44117.46
004:ECOM FULL PRICE,208640C,1779,FP,24M2,MAY: MAY,59,5/1/2024,5/6/2024,2024-05-23,545,2752.25,9528.61
004:ECOM FULL PRICE,208640C,6444,FP,24M2,MAY: MAY,59,6/18/2024,6/18/2024,2024-06-20,514,2595.7,8512.36
004:ECOM FULL PRICE,208641C,1001,FP,24M2,MAY: MAY,59,5/17/2024,6/26/2024,2024-05-23,342,1846.8,6942.26
004:ECOM FULL PRICE,208641C,6172,FP,24M2,MAY: MAY,59,5/17/2024,6/26/2024,2024-05-26,332,1792.8,5128.98
004:ECOM FULL PRICE,208642C,1001,FP,24M2,MAY: MAY,59,5/1/2024,5/17/2024,2024-05-22,580,3393,12253.12
004:ECOM FULL PRICE,208642C,1702,FP,24M2,MAY: MAY,59,5/1/2024,5/17/2024,2024-06-06,389,2275.65,8432.34
004:ECOM FULL PRICE,208645C,IWQG,FP,24M2,MAY: MAY,199,5/8/2024,6/24/2024,2024-05-10,960,20016,96218.71
004:ECOM FULL PRICE,208647C,IWSM,FP,24M2,MAY: MAY,199,5/15/2024,6/24/2024,2024-05-23,449,6263.55,34315.68
004:ECOM FULL PRICE,208648C,IWSM,FP,24M2,MAY: MAY,179,5/8/2024,6/24/2024,2024-06-12,534,7582.8,30927.64
004:ECOM FULL PRICE,208649C,IWSM,FP,24M2,FEB: FEBRUARY,199,5/7/2024,5/24/2024,2024-05-11,881,13215,63665.92
004:ECOM FULL PRICE,208650C,1001,FP,24FA,AUG: AUGUST,199,8/23/2024,2/14/2025,2024-08-25,537,8860.5,45630.6
004:ECOM FULL PRICE,208650C,6000,FP,24FA,AUG: AUGUST,199,8/10/2024,2/14/2025,2024-08-15,336,5544,28351.04
004:ECOM FULL PRICE,208654,2S,FP,24H1,NOV: NOVEMBER,139,10/10/2024,10/14/2024,2024-10-24,1158,12680.1,63567.8
004:ECOM FULL PRICE,208654P,2S,FP,24H1,NOV: NOVEMBER,139,10/10/2024,10/10/2024,2024-12-05,393,4303.35,21072.69
004:ECOM FULL PRICE,208655,2SB,FP,24H1,NOV: NOVEMBER,139,10/10/2024,11/4/2024,2024-11-15,1625,17793.75,91362.74
004:ECOM FULL PRICE,208655P,2SB,FP,24H1,NOV: NOVEMBER,139,10/10/2024,10/10/2024,2024-12-05,505,5529.75,27510.8
004:ECOM FULL PRICE,208656,2S,FP,24H1,NOV: NOVEMBER,139,10/10/2024,11/4/2024,2024-10-16,510,5584.5,27944.72
004:ECOM FULL PRICE,208656P,2S,FP,24H1,NOV: NOVEMBER,139,10/10/2024,10/10/2024,2024-12-05,148,1620.6,8260.12
004:ECOM FULL PRICE,208657,2SB,FP,24H1,NOV: NOVEMBER,139,9/26/2024,11/4/2024,2024-10-23,814,8913.3,44663.31
004:ECOM FULL PRICE,208657P,2SB,FP,24H1,NOV: NOVEMBER,139,9/26/2024,9/26/2024,2024-12-05,175,1916.25,9917.97
004:ECOM FULL PRICE,208664,1001,FP,25S1,FEB: FEBRUARY,59,2/1/2025,2/21/2025,2025-02-06,220,951.6,7615.67
004:ECOM FULL PRICE,208664,4253,FP,25S1,FEB: FEBRUARY,59,2/1/2025,2/21/2025,2025-02-06,321,1396.45,10731.15
004:ECOM FULL PRICE,208667,1001,FP,25S1,FEB: FEBRUARY,59,1/2/2025,2/6/2025,2025-01-07,447,1855.05,12747.55
004:ECOM FULL PRICE,208667,1700,FP,25S1,FEB: FEBRUARY,59,1/2/2025,2/6/2025,2025-01-08,527,2187.05,15513.08
004:ECOM FULL PRICE,208667,4253,FP,25S1,FEB: FEBRUARY,59,1/3/2025,2/6/2025,2025-01-10,201,834.15,5647.59
004:ECOM FULL PRICE,208667,6005,FP,25S1,FEB: FEBRUARY,59,1/3/2025,2/6/2025,2025-01-09,394,1635.1,10924.01
004:ECOM FULL PRICE,208668,1001,FP,25S1,FEB: FEBRUARY,59,12/9/2024,2/12/2025,2025-01-17,103,493.37,3324.64
004:ECOM FULL PRICE,208668,1700,FP,25S1,FEB: FEBRUARY,59,12/9/2024,2/12/2025,2025-01-16,165,790.35,5351.23
004:ECOM FULL PRICE,208668,6912,FP,25S1,FEB: FEBRUARY,59,12/9/2024,2/12/2025,2025-01-27,63,301.77,2029.17
004:ECOM FULL PRICE,208669,1001,FP,25S1,FEB: FEBRUARY,69,1/31/2025,2/13/2025,2025-02-10,66,322.08,2246.77
004:ECOM FULL PRICE,208669,1700,FP,25S1,FEB: FEBRUARY,69,1/31/2025,2/13/2025,2025-02-10,78,380.64,2587.44
004:ECOM FULL PRICE,208669,4253,FP,25S1,FEB: FEBRUARY,69,1/31/2025,2/13/2025,2025-02-07,22,107.36,764.4
004:ECOM FULL PRICE,208669,6912,FP,25S1,FEB: FEBRUARY,69,1/31/2025,2/13/2025,2025-02-06,33,161.04,1079.51
004:ECOM FULL PRICE,208670,1001,FP,25S1,FEB: FEBRUARY,69,1/17/2025,2/27/2025,2025-01-30,117,690.3,4778.37
004:ECOM FULL PRICE,208671,1001,FP,25S1,FEB: FEBRUARY,59,1/2/2025,2/6/2025,2025-02-18,146,744.6,5119.66
004:ECOM FULL PRICE,208681,6915,FP,25S1,FEB: FEBRUARY,159,1/11/2025,2/26/2025,2025-02-11,113,1994.45,9812.13
004:ECOM FULL PRICE,208687,1001,FP,25S2,MAR: MARCH,59,1/2/2025,2/10/2025,2025-02-08,331,1618.24,11171.6
004:ECOM FULL PRICE,208687,1550,FP,25S2,MAR: MARCH,59,1/2/2025,2/4/2025,2025-02-15,46,222.64,1476.1
004:ECOM FULL PRICE,208687,1700,FP,25S2,MAR: MARCH,59,1/2/2025,2/10/2025,2025-02-08,748,3634.86,24091.7
004:ECOM FULL PRICE,208688,1001,FP,25S2,MAR: MARCH,59,12/30/2024,2/10/2025,2025-02-11,326,1141,10422.93
004:ECOM FULL PRICE,208688,1702,FP,25S2,MAR: MARCH,59,12/30/2024,2/4/2025,2025-02-15,98,343,3171.39
004:ECOM FULL PRICE,208688,6005,FP,25S2,MAR: MARCH,59,12/30/2024,2/10/2025,2025-02-11,99,346.5,3132.95
004:ECOM FULL PRICE,208689,1001,FP,25S2,MAR: MARCH,59,12/9/2024,1/30/2025,2025-02-15,86,455.8,2789.23
004:ECOM FULL PRICE,208689,1700,FP,25S2,MAR: MARCH,59,12/9/2024,1/30/2025,2025-02-22,46,243.8,1568.44
004:ECOM FULL PRICE,208689,6910,FP,25S2,MAR: MARCH,59,12/9/2024,1/31/2025,2025-02-10,53,280.9,1702.07
004:ECOM FULL PRICE,208690,1001,FP,25S2,MAR: MARCH,59,1/22/2025,2/27/2025,2025-02-01,61,274.5,1936.15
004:ECOM FULL PRICE,208693,1001,FP,25S2,MAR: MARCH,59,1/8/2025,3/6/2025,2025-01-27,74,375.92,2490.35
004:ECOM FULL PRICE,208695,1001,OP,25S2,MAR: MARCH,59,1/30/2025,2/19/2025,2025-02-28,25,115,787.55
004:ECOM FULL PRICE,208695,1700,OP,25S2,MAR: MARCH,59,1/30/2025,2/19/2025,2025-02-26,16,73.6,518.76
004:ECOM FULL PRICE,208696,1001,FP,25S2,MAR: MARCH,59,1/20/2025,2/26/2025,2025-02-06,97,420.98,3302.65
004:ECOM FULL PRICE,208696,1700,FP,25S2,MAR: MARCH,59,1/20/2025,2/26/2025,2025-02-07,105,456.75,3594.96
004:ECOM FULL PRICE,208699,1001,FP,25S2,MAR: MARCH,129,1/30/2025,2/11/2025,2025-02-21,839,10277.75,62694.23
004:ECOM FULL PRICE,208699,1550,FP,25S2,MAR: MARCH,129,1/30/2025,2/14/2025,2025-02-21,156,1911,11996.2
004:ECOM FULL PRICE,208699,6005,FP,25S2,MAR: MARCH,129,1/30/2025,2/13/2025,2025-02-26,438,5365.5,31584.03
004:ECOM FULL PRICE,208700,1001,FP,25S2,MAR: MARCH,79,1/21/2025,2/4/2025,2025-02-11,934,6042.98,40226.13
004:ECOM FULL PRICE,208700,1550,FP,25S2,MAR: MARCH,79,1/21/2025,2/4/2025,2025-02-11,460,2976.2,19675.3
004:ECOM FULL PRICE,208700,6005,FP,25S2,MAR: MARCH,79,1/21/2025,2/4/2025,2025-02-11,416,2691.52,17870.58
004:ECOM FULL PRICE,208701,1001,FP,25S2,MAR: MARCH,119,1/23/2025,2/27/2025,2025-02-11,1108,9307.2,74068.22
004:ECOM FULL PRICE,208701,1550,FP,25S2,MAR: MARCH,119,1/23/2025,2/27/2025,2025-02-11,490,4116,32634.61
004:ECOM FULL PRICE,208701,6005,FP,25S2,MAR: MARCH,119,1/23/2025,2/27/2025,2025-02-11,437,3670.8,29191.51
004:ECOM FULL PRICE,208707,1001,FP,25S3,APR: APRIL,59,2/14/2025,3/17/2025,2025-02-24,4,14.2,174.7
004:ECOM FULL PRICE,208707,1700,FP,25S3,APR: APRIL,59,2/14/2025,3/17/2025,2025-03-08,3,13.44,92.98
004:ECOM FULL PRICE,208707,6913,FP,25S3,APR: APRIL,59,2/14/2025,3/17/2025,2025-02-28,3,13.32,123.9
004:ECOM FULL PRICE,208708,1001,FP,25S3,APR: APRIL,59,1/30/2025,2/18/2025,2025-02-26,80,368,2627.5
004:ECOM FULL PRICE,208708,1700,FP,25S3,APR: APRIL,59,1/30/2025,2/18/2025,2025-02-28,17,78.2,562.98
004:ECOM FULL PRICE,208708,6911,FP,25S3,APR: APRIL,59,1/30/2025,2/18/2025,2025-03-14,4,18.4,152.36
004:ECOM FULL PRICE,208712,4262,FP,25S2,MAR: MARCH,169,2/6/2025,2/26/2025,2025-02-12,583,7549.85,52764.74
004:ECOM FULL PRICE,208713,4262,FP,25S2,MAR: MARCH,149,2/7/2025,2/26/2025,2025-02-12,397,3970,30825.91
004:ECOM FULL PRICE,208714,6911,FP,25S2,MAR: MARCH,159,1/27/2025,2/26/2025,2025-02-21,548,6548.6,48362.21
004:ECOM FULL PRICE,208715,6911,FP,25S2,MAR: MARCH,139,1/27/2025,2/26/2025,2025-02-22,504,4536,38762.29
004:ECOM FULL PRICE,208720,4262,FP,25S2,MAR: MARCH,89,2/6/2025,2/26/2025,2025-02-12,179,1244.05,8523.24
004:ECOM FULL PRICE,208721,HWRN,FP,25S2,MAR: MARCH,239,1/28/2025,3/7/2025,2025-03-15,15,344.85,2222.25
004:ECOM FULL PRICE,208728,IVH1,FP,25S1,FEB: FEBRUARY,179,1/7/2025,1/11/2025,2025-01-30,126,2268,12232.88
004:ECOM FULL PRICE,208733,HWRN,FP,25S2,MAR: MARCH,169,1/28/2025,3/7/2025,2025-02-07,75,1237.5,7409.17
004:ECOM FULL PRICE,208734,IYUM,FP,25S2,MAR: MARCH,159,1/20/2025,1/23/2025,2025-02-12,178,1886.8,15778.16
004:ECOM FULL PRICE,208734P,IYUM,FP,25S2,MAR: MARCH,159,1/21/2025,1/21/2025,2025-02-15,24,254.4,2027.34
004:ECOM FULL PRICE,208735,IZTM,FP,25S2,MAR: MARCH,159,2/21/2025,2/27/2025,2025-02-26,73,784.75,6504.08
004:ECOM FULL PRICE,208740,IWPD,FP,25S2,MAR: MARCH,169,12/27/2024,1/28/2025,2025-03-14,19,284.05,2025.86
004:ECOM FULL PRICE,208744,IWPD,FP,25S2,MAR: MARCH,239,12/27/2024,1/28/2025,2025-03-14,17,357,2412.64
004:ECOM FULL PRICE,208745,HWRN,FP,25S3,APR: APRIL,239,1/30/2025,3/4/2025,2025-03-06,50,1050,6382.46
004:ECOM FULL PRICE,208745P,HWRN,FP,25S3,APR: APRIL,239,2/28/2025,2/28/2025,2025-03-09,13,273,1599.34
004:ECOM FULL PRICE,208746,IVNM,FP,25S3,APR: APRIL,239,3/5/2025,3/6/2025,2025-03-09,17,355.3,2237.39
004:ECOM FULL PRICE,208746P,IVNM,FP,25S3,APR: APRIL,239,3/5/2025,3/6/2025,2025-03-09,8,167.2,1003.8
004:ECOM FULL PRICE,208750,IUMG,FP,25S3,APR: APRIL,199,2/20/2025,3/14/2025,,,,
004:ECOM FULL PRICE,208751,1800,FP,25S3,APR: APRIL,159,2/7/2025,3/11/2025,2025-02-21,99,1128.6,9166.43
004:ECOM FULL PRICE,208751P,1800,FP,25S3,APR: APRIL,159,2/7/2025,2/7/2025,2025-02-20,37,421.8,3472.3
004:ECOM FULL PRICE,208752,1800,FP,25S3,APR: APRIL,169,1/30/2025,2/27/2025,2025-02-26,44,704,4198.14
004:ECOM FULL PRICE,208752P,1800,FP,25S3,APR: APRIL,169,1/30/2025,1/30/2025,2025-02-21,22,352,2082.98
004:ECOM FULL PRICE,208753,IUVM,FP,25S2,MAR: MARCH,119,2/5/2025,2/18/2025,2025-02-12,194,1649,13694.46
004:ECOM FULL PRICE,208754,IRI1,FP,25S2,MAR: MARCH,119,1/21/2025,2/18/2025,2025-02-07,294,2499,19809.43
004:ECOM FULL PRICE,208758,1001,FP,24F3,OCT: OCTOBER,109,9/13/2024,9/13/2024,2024-09-19,473,5392.2,20869.44
004:ECOM FULL PRICE,208759,IEEB,FP,24F1,AUG: AUGUST,159,8/20/2024,12/4/2024,2024-09-05,694,8098.98,49781
004:ECOM FULL PRICE,208760,IEEB,FP,24F1,AUG: AUGUST,159,8/20/2024,11/26/2024,2024-09-20,454,5411.68,38063.22
004:ECOM FULL PRICE,208761,ICPM,FP,24F1,AUG: AUGUST,179,8/20/2024,9/20/2024,2024-10-23,414,4934.88,37329.71
004:ECOM FULL PRICE,208762,2SB,FP,24F1,AUG: AUGUST,159,8/20/2024,1/29/2025,2024-09-18,508,5852.16,31874.01
004:ECOM FULL PRICE,208763,IVFM,FP,25S1,FEB: FEBRUARY,239,12/27/2024,1/29/2025,2025-01-06,100,2100,13271.69
004:ECOM FULL PRICE,208763P,IVFM,FP,25S1,FEB: FEBRUARY,239,12/27/2024,12/27/2024,2025-02-15,38,798,4881.93
004:ECOM FULL PRICE,208764,IAYL,FP,25S1,FEB: FEBRUARY,239,12/17/2024,1/29/2025,2025-01-04,1313,27573,190038.28
004:ECOM FULL PRICE,208764P,IAYL,FP,25S1,FEB: FEBRUARY,239,12/27/2024,12/27/2024,2025-02-14,60,1260,8864.49
004:ECOM FULL PRICE,208765,IVHD,FP,25S1,FEB: FEBRUARY,239,12/27/2024,1/29/2025,2025-01-04,148,3108,19782.76
004:ECOM FULL PRICE,208765P,IVHD,FP,25S1,FEB: FEBRUARY,239,12/27/2024,12/27/2024,2025-01-13,66,1386,9002.72
004:ECOM FULL PRICE,208766,IAYL,FP,25S1,FEB: FEBRUARY,199,1/8/2025,2/26/2025,2025-01-17,209,2884.2,23388.75
004:ECOM FULL PRICE,208766P,IAYL,FP,25S1,FEB: FEBRUARY,199,1/8/2025,1/8/2025,2025-02-16,36,496.8,3970.95
004:ECOM FULL PRICE,208767,IZUL,FP,25S1,FEB: FEBRUARY,199,1/14/2025,2/26/2025,2025-01-30,111,1659.45,12496.03
004:ECOM FULL PRICE,208769,IMUV,FP,25S1,FEB: FEBRUARY,159,1/7/2025,2/26/2025,2025-01-15,169,2366,15266.24
004:ECOM FULL PRICE,208770,HPP1,FP,25S1,FEB: FEBRUARY,179,1/18/2025,1/29/2025,2025-02-06,85,1266.5,8561.34
004:ECOM FULL PRICE,208771,IVD1,FP,25S1,FEB: FEBRUARY,179,1/17/2025,1/29/2025,2025-01-25,127,1905,13162.52
004:ECOM FULL PRICE,208772,IVE1,FP,25S1,FEB: FEBRUARY,179,12/27/2024,1/10/2025,2025-01-15,480,7656,52672.41
004:ECOM FULL PRICE,208776,IVDL,FP,25S1,FEB: FEBRUARY,169,12/17/2024,2/26/2025,2025-01-04,170,2541.5,16048.36
004:ECOM FULL PRICE,208778,HPPB,FP,25S1,FEB: FEBRUARY,109,12/31/2024,2/6/2025,2025-02-04,72,828,4317.14
004:ECOM FULL PRICE,208779,IVD1,FP,25S1,FEB: FEBRUARY,109,12/31/2024,2/6/2025,2025-02-20,97,1115.5,6110.41
004:ECOM FULL PRICE,208784,HWRM,FP,24F1,AUG: AUGUST,149,2/20/2025,2/20/2025,2025-02-26,27,303.75,2130.87
004:ECOM FULL PRICE,208784,HWRN,FP,24F1,AUG: AUGUST,149,8/22/2024,1/29/2025,2024-08-28,766,8694.1,64458.36
004:ECOM FULL PRICE,208785,FWJD,FP,24F1,AUG: AUGUST,149,9/13/2024,1/29/2025,2024-09-19,949,10768.73,78985.83
004:ECOM FULL PRICE,208786,2SB,FP,24F1,AUG: AUGUST,149,8/22/2024,3/13/2025,2024-08-28,962,10882.35,79231.91
004:ECOM FULL PRICE,208786P,2SB,FP,24F1,AUG: AUGUST,149,8/22/2024,3/13/2025,2024-08-28,99,1105.75,7711.77
004:ECOM FULL PRICE,208787,HWRM,FP,24F1,AUG: AUGUST,149,2/20/2025,2/26/2025,2025-02-22,18,202.5,1425.06
004:ECOM FULL PRICE,208787,HWRN,FP,24F1,AUG: AUGUST,149,8/23/2024,1/29/2025,2024-09-12,660,7484.43,54217.68
004:ECOM FULL PRICE,208787P,HWRN,FP,24F1,AUG: AUGUST,149,9/6/2024,9/6/2024,2024-09-14,135,1532.25,11100.1
004:ECOM FULL PRICE,208788,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,1/29/2025,2024-08-28,478,5409.83,39254.22
004:ECOM FULL PRICE,208788P,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,11/21/2024,2024-08-29,311,3519.9,25137.91
004:ECOM FULL PRICE,208789,2S,FP,24F1,AUG: AUGUST,199,8/30/2024,2/24/2025,2024-09-04,247,3087.5,27931.27
004:ECOM FULL PRICE,208790,2SB,FP,24F1,AUG: AUGUST,149,8/28/2024,3/13/2025,2024-08-31,820,9295.4,65790.79
004:ECOM FULL PRICE,208790P,2SB,FP,24F1,AUG: AUGUST,149,8/28/2024,11/20/2024,2024-08-31,339,3851.79,27684.92
004:ECOM FULL PRICE,208791,2S,FP,24F1,AUG: AUGUST,199,8/30/2024,2/26/2025,2024-09-04,456,5700,50674.54
004:ECOM FULL PRICE,208792,HWRM,FP,24F1,AUG: AUGUST,149,2/24/2025,2/26/2025,,,,
004:ECOM FULL PRICE,208792,HWRN,FP,24F1,AUG: AUGUST,149,9/6/2024,1/29/2025,2024-09-12,635,7239,52761.85
004:ECOM FULL PRICE,208792P,HWRN,FP,24F1,AUG: AUGUST,149,9/13/2024,9/13/2024,2024-10-11,80,912,6536.22
004:ECOM FULL PRICE,208793,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,1/29/2025,2024-08-29,382,4321.59,31319.3
004:ECOM FULL PRICE,208793P,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,10/29/2024,2024-08-31,178,2011.36,14494.55
004:ECOM FULL PRICE,208794,2SB,FP,24F1,AUG: AUGUST,149,8/22/2024,1/29/2025,2024-08-29,508,5747.06,41330.38
004:ECOM FULL PRICE,208794P,2SB,FP,24F1,AUG: AUGUST,149,8/22/2024,10/29/2024,2024-08-30,140,1582.7,11082.19
004:ECOM FULL PRICE,208795,HWRN,FP,24F1,AUG: AUGUST,149,9/6/2024,1/29/2025,2024-09-11,664,7536.4,54947.25
004:ECOM FULL PRICE,208796,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,2/20/2025,2024-08-29,659,7517.8,53120.11
004:ECOM FULL PRICE,208796P,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,10/29/2024,2024-08-30,136,1538.32,11053.26
004:ECOM FULL PRICE,208797,2SB,FP,24F1,AUG: AUGUST,149,8/23/2024,3/14/2025,2024-08-28,1000,11245.95,82103
004:ECOM FULL PRICE,208797P,2SB,FP,24F1,AUG: AUGUST,149,8/23/2024,3/14/2025,2024-08-29,204,2281.95,16470.72
004:ECOM FULL PRICE,208798,HWRM,FP,24F1,AUG: AUGUST,149,2/20/2025,2/20/2025,2025-02-22,18,202.5,1419.63
004:ECOM FULL PRICE,208798,HWRN,FP,24F1,AUG: AUGUST,149,9/6/2024,9/11/2024,2024-09-11,234,2667.6,18874.6
004:ECOM FULL PRICE,208798P,HWRN,FP,24F1,AUG: AUGUST,149,9/13/2024,9/13/2024,2024-09-20,57,649.8,4587.71
004:ECOM FULL PRICE,208799,FWJD,FP,24F1,AUG: AUGUST,149,8/22/2024,8/22/2024,2024-08-28,256,2905.6,20993.5
004:ECOM FULL PRICE,208800,2SB,FP,24F1,AUG: AUGUST,149,8/30/2024,11/1/2024,2024-09-05,525,5906.25,42926.23
004:ECOM FULL PRICE,208802,IMJM,FP,24M1,MAY: MAY,169,4/26/2024,7/11/2024,2024-05-03,2293,40284.05,168673.36
004:ECOM FULL PRICE,208805,IOOB,FP,24F1,AUG: AUGUST,199,8/8/2024,8/8/2024,2024-08-14,63,819,5290.01
004:ECOM FULL PRICE,208808C,ITAR,FP,24M3,JUL: JULY,239,6/17/2024,6/17/2024,2024-06-26,312,8736,38552.55
004:ECOM FULL PRICE,208811C,1001,FP,24SM,MAY: MAY,59,5/29/2024,5/30/2024,2024-06-15,387,1300.32,6972.71
004:ECOM FULL PRICE,208811C,1700,FP,24SM,MAY: MAY,59,5/29/2024,5/29/2024,2024-07-04,616,2069.76,13474.82
004:ECOM FULL PRICE,208811C,6000,FP,24SM,MAY: MAY,59,5/29/2024,5/30/2024,2024-06-26,310,1041.6,6953.74
004:ECOM FULL PRICE,208812C,1700,FP,24SM,MAY: MAY,59,7/23/2024,8/1/2024,2024-07-31,298,2047.26,7067.76
004:ECOM FULL PRICE,208824,1001,FP,24H3,JAN: JANUARY,109,11/27/2024,2/4/2025,2024-12-07,428,4794.49,25756.88
004:ECOM FULL PRICE,208825,1001,FP,24H3,JAN: JANUARY,59,11/18/2024,12/2/2024,2024-11-27,331,1588.8,9816.6
004:ECOM FULL PRICE,208825,1700,FP,24H3,JAN: JANUARY,59,11/18/2024,12/2/2024,2024-11-27,288,1382.4,8423.06
004:ECOM FULL PRICE,208825,6000,FP,24H3,JAN: JANUARY,59,11/18/2024,12/2/2024,2024-11-29,236,1132.8,6915.49
004:ECOM FULL PRICE,208826,1001,FP,24H3,JAN: JANUARY,59,11/29/2024,12/4/2024,2024-12-11,283,1225.39,7454.98
004:ECOM FULL PRICE,208826,1700,FP,24H3,JAN: JANUARY,59,11/29/2024,12/4/2024,2024-12-12,233,1008.89,6116.36
004:ECOM FULL PRICE,208826,8307,FP,24H3,JAN: JANUARY,59,11/29/2024,12/4/2024,2024-12-11,81,350.73,2012.88
004:ECOM FULL PRICE,208827,IXSM,FP,24H1,NOV: NOVEMBER,239,9/30/2024,11/15/2024,2024-10-10,913,20999,101760.53
004:ECOM FULL PRICE,208829,IAQM,FP,24H1,NOV: NOVEMBER,239,9/30/2024,11/15/2024,2024-10-09,1116,25668,117226.9
004:ECOM FULL PRICE,208830,IRCL,FP,24H1,NOV: NOVEMBER,179,9/30/2024,9/30/2024,2024-10-10,600,9000,48989.58
004:ECOM FULL PRICE,208831,2SB,FP,24H1,NOV: NOVEMBER,99,10/24/2024,10/24/2024,2024-10-25,454,4540,21853.16
